protein_id	protein_name	species_code	species_name	current_family	CPAP1_score	CPAP1_evalue	CPAP3_score	CPAP3_evalue	delta_CPAP1_minus_CPAP3	higher_score_prediction
Dvi_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_C	CPR_Uncharacterized_C	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle1	Tweedle1	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle10	Tweedle10	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle12	Tweedle12	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle13	Tweedle13	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle14	Tweedle14	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle15	Tweedle15	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle16	Tweedle16	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle17	Tweedle17	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle18	Tweedle18	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle19	Tweedle19	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle2	Tweedle2	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle20	Tweedle20	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle21	Tweedle21	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle22	Tweedle22	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle23	Tweedle23	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle24	Tweedle24	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle25	Tweedle25	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle26	Tweedle26	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle3	Tweedle3	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle4	Tweedle4	Dvi	Drosophila virilis	Tweedle	13.3	0.0052	0.0	None	13.3	CPAP1
Dvi_Tweedle5	Tweedle5	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle6	Tweedle6	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle7	Tweedle7	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle8	Tweedle8	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle9	Tweedle9	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_CPF1	CPF1	Dwi	Drosophila willistoni	CPF	0.0	None	0.0	None	0.0	no_hit
Dwi_CPF2	CPF2	Dwi	Drosophila willistoni	CPF	0.0	None	0.0	None	0.0	no_hit
Dwi_CPF3	CPF3	Dwi	Drosophila willistoni	CPF	0.0	None	0.0	None	0.0	no_hit
Dwi_CPLCG1	CPLCG1	Dwi	Drosophila willistoni	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dwi_CPLCG2	CPLCG2	Dwi	Drosophila willistoni	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dwi_CPLCG3	CPLCG3	Dwi	Drosophila willistoni	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_10	CPR_Uncharacterized_10	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_100	CPR_Uncharacterized_100	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_101	CPR_Uncharacterized_101	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_103	CPR_Uncharacterized_103	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_104	CPR_Uncharacterized_104	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_106	CPR_Uncharacterized_106	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_109	CPR_Uncharacterized_109	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_110	CPR_Uncharacterized_110	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_111	CPR_Uncharacterized_111	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_112	CPR_Uncharacterized_112	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_113	CPR_Uncharacterized_113	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_114	CPR_Uncharacterized_114	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_115	CPR_Uncharacterized_115	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_116	CPR_Uncharacterized_116	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_121	CPR_Uncharacterized_121	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_122	CPR_Uncharacterized_122	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_123	CPR_Uncharacterized_123	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_124	CPR_Uncharacterized_124	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_126	CPR_Uncharacterized_126	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_128	CPR_Uncharacterized_128	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_129	CPR_Uncharacterized_129	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_131	CPR_Uncharacterized_131	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_133	CPR_Uncharacterized_133	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_14	CPR_Uncharacterized_14	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_17	CPR_Uncharacterized_17	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_18	CPR_Uncharacterized_18	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_21	CPR_Uncharacterized_21	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_23	CPR_Uncharacterized_23	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_27	CPR_Uncharacterized_27	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_29	CPR_Uncharacterized_29	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_34	CPR_Uncharacterized_34	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_35	CPR_Uncharacterized_35	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_38	CPR_Uncharacterized_38	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_41	CPR_Uncharacterized_41	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_42	CPR_Uncharacterized_42	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_45	CPR_Uncharacterized_45	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_47	CPR_Uncharacterized_47	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_53	CPR_Uncharacterized_53	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_55	CPR_Uncharacterized_55	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_56	CPR_Uncharacterized_56	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_57	CPR_Uncharacterized_57	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_58	CPR_Uncharacterized_58	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_66	CPR_Uncharacterized_66	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_68	CPR_Uncharacterized_68	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_69	CPR_Uncharacterized_69	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_79	CPR_Uncharacterized_79	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_8	CPR_Uncharacterized_8	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_81	CPR_Uncharacterized_81	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_88	CPR_Uncharacterized_88	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_89	CPR_Uncharacterized_89	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_9	CPR_Uncharacterized_9	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_94	CPR_Uncharacterized_94	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_95	CPR_Uncharacterized_95	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_96	CPR_Uncharacterized_96	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_98	CPR_Uncharacterized_98	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_C	CPR_Uncharacterized_C	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_D	CPR_Uncharacterized_D	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_E	CPR_Uncharacterized_E	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_F	CPR_Uncharacterized_F	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_G	CPR_Uncharacterized_G	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle1	Tweedle1	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle10	Tweedle10	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle11	Tweedle11	Dwi	Drosophila willistoni	Tweedle	4.4	2.6	0.0	None	4.4	CPAP1
Dwi_Tweedle12	Tweedle12	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle13	Tweedle13	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle14	Tweedle14	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle15	Tweedle15	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle16	Tweedle16	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle17	Tweedle17	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle18	Tweedle18	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle19	Tweedle19	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle2	Tweedle2	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle20	Tweedle20	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle21	Tweedle21	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle22	Tweedle22	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle23	Tweedle23	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle24	Tweedle24	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle25	Tweedle25	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle26	Tweedle26	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle27	Tweedle27	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle28	Tweedle28	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle3	Tweedle3	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle4	Tweedle4	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle5	Tweedle5	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle6	Tweedle6	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle7	Tweedle7	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle8	Tweedle8	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle9	Tweedle9	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Foc_CPAP1_1	CPAP1_1	Foc	Frankliniella occidentalis	CPAP1	156.9	8.1e-47	25.6	9e-07	131.3	CPAP1
Foc_CPAP1_10	CPAP1_10	Foc	Frankliniella occidentalis	CPAP1	135.4	2.8e-40	26.4	5e-07	109.0	CPAP1
Foc_CPAP1_11	CPAP1_11	Foc	Frankliniella occidentalis	CPAP1	154.8	3.5e-46	22.6	7.4e-06	132.2	CPAP1
Foc_CPAP1_12	CPAP1_12	Foc	Frankliniella occidentalis	CPAP1	162.2	1.9e-48	19.2	7.8e-05	143.0	CPAP1
Foc_CPAP1_13	CPAP1_13	Foc	Frankliniella occidentalis	CPAP1	133.1	1.5e-39	13.4	0.0046	119.7	CPAP1
Foc_CPAP1_14	CPAP1_14	Foc	Frankliniella occidentalis	CPAP1	133.3	1.2e-39	29.4	6.3e-08	103.9	CPAP1
Foc_CPAP1_15	CPAP1_15	Foc	Frankliniella occidentalis	CPAP1	47.4	2e-13	31.2	1.8e-08	16.2	CPAP1
Foc_CPAP1_16	CPAP1_16	Foc	Frankliniella occidentalis	CPAP1	24.6	1.9e-06	37.5	2.1e-10	-12.9	CPAP3
Foc_CPAP1_2	CPAP1_2	Foc	Frankliniella occidentalis	CPAP1	121.5	5.1e-36	29.9	4.4e-08	91.6	CPAP1
Foc_CPAP1_3	CPAP1_3	Foc	Frankliniella occidentalis	CPAP1	104.5	7.6e-31	0.0	None	104.5	CPAP1
Foc_CPAP1_4	CPAP1_4	Foc	Frankliniella occidentalis	CPAP1	105.8	3.2e-31	19.6	6e-05	86.2	CPAP1
Foc_CPAP1_5	CPAP1_5	Foc	Frankliniella occidentalis	CPAP1	165.7	1.7e-49	23.9	2.9e-06	141.8	CPAP1
Foc_CPAP1_6	CPAP1_6	Foc	Frankliniella occidentalis	CPAP1	111.5	5.8e-33	0.0	None	111.5	CPAP1
Foc_CPAP1_7	CPAP1_7	Foc	Frankliniella occidentalis	CPAP1	163.0	1.1e-48	17.1	0.00035	145.9	CPAP1
Foc_CPAP1_8	CPAP1_8	Foc	Frankliniella occidentalis	CPAP1	172.9	1.1e-51	17.0	0.00038	155.9	CPAP1
Foc_CPAP1_9	CPAP1_9	Foc	Frankliniella occidentalis	CPAP1	101.1	8.5e-30	15.0	0.0016	86.1	CPAP1
Foc_CPAP3_1	CPAP3_1	Foc	Frankliniella occidentalis	CPAP3	48.4	1e-13	288.5	6.2e-87	-240.1	CPAP3
Foc_CPAP3_2	CPAP3_2	Foc	Frankliniella occidentalis	CPAP3	18.0	0.00019	244.0	2.2e-73	-226.0	CPAP3
Foc_CPAP3_3	CPAP3_3	Foc	Frankliniella occidentalis	CPAP3	59.0	5.7e-17	257.8	1.3e-77	-198.8	CPAP3
Foc_CPAP3_4	CPAP3_4	Foc	Frankliniella occidentalis	CPAP3	54.5	1.4e-15	286.1	3.3e-86	-231.6	CPAP3
Foc_CPAP3_5	CPAP3_5	Foc	Frankliniella occidentalis	CPAP3	84.7	8.2e-25	250.9	1.7e-75	-166.2	CPAP3
Foc_CPAP3_6	CPAP3_6	Foc	Frankliniella occidentalis	CPAP3	31.9	1.1e-08	207.5	3.1e-62	-175.6	CPAP3
Foc_CPCFC1	CPCFC1	Foc	Frankliniella occidentalis	CPCFC	0.0	None	0.0	None	0.0	no_hit
Foc_CPCFC2	CPCFC2	Foc	Frankliniella occidentalis	CPCFC	0.0	None	0.0	None	0.0	no_hit
Foc_CPF1	CPF1	Foc	Frankliniella occidentalis	CPF	0.0	None	0.0	None	0.0	no_hit
Foc_CPF2	CPF2	Foc	Frankliniella occidentalis	CPF	0.0	None	0.0	None	0.0	no_hit
Foc_CPF3	CPF3	Foc	Frankliniella occidentalis	CPF	0.0	None	0.0	None	0.0	no_hit
Foc_CPF4	CPF4	Foc	Frankliniella occidentalis	CPF	0.0	None	0.0	None	0.0	no_hit
Foc_CPG1	CPG1	Foc	Frankliniella occidentalis	CPG	0.0	None	0.0	None	0.0	no_hit
Foc_CPG2	CPG2	Foc	Frankliniella occidentalis	CPG	0.0	None	0.0	None	0.0	no_hit
Foc_CPG3	CPG3	Foc	Frankliniella occidentalis	CPG	0.0	None	0.0	None	0.0	no_hit
Foc_CPG4	CPG4	Foc	Frankliniella occidentalis	CPG	0.0	None	0.0	None	0.0	no_hit
Foc_CPG5	CPG5	Foc	Frankliniella occidentalis	CPG	0.0	None	0.0	None	0.0	no_hit
Foc_CPG6	CPG6	Foc	Frankliniella occidentalis	CPG	0.0	None	0.0	None	0.0	no_hit
Foc_CPLCP1	CPLCP1	Foc	Frankliniella occidentalis	CPLCP	0.0	None	0.0	None	0.0	no_hit
Foc_CPLCP10	CPLCP10	Foc	Frankliniella occidentalis	CPLCP	0.0	None	0.0	None	0.0	no_hit
Foc_CPLCP11	CPLCP11	Foc	Frankliniella occidentalis	CPLCP	0.0	None	0.0	None	0.0	no_hit
Foc_CPLCP12	CPLCP12	Foc	Frankliniella occidentalis	CPLCP	0.0	None	0.0	None	0.0	no_hit
Foc_CPLCP13	CPLCP13	Foc	Frankliniella occidentalis	CPLCP	0.0	None	0.0	None	0.0	no_hit
Foc_CPLCP14	CPLCP14	Foc	Frankliniella occidentalis	CPLCP	0.0	None	0.0	None	0.0	no_hit
