protein_id	protein_name	species_code	species_name	current_family	CPG_score	CPG_evalue	CPH_score	CPH_evalue	delta_CPG_minus_CPH	higher_score_prediction
Dvi_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dvi	Drosophila virilis	CPR	0.0	None	21.4	3.9e-05	-21.4	CPH
Dvi_CPR_Uncharacterized_64	CPR_Uncharacterized_64	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dvi	Drosophila virilis	CPR	0.0	None	8.2	0.43	-8.2	CPH
Dvi_CPR_Uncharacterized_66	CPR_Uncharacterized_66	Dvi	Drosophila virilis	CPR	0.0	None	13.0	0.015	-13.0	CPH
Dvi_CPR_Uncharacterized_67	CPR_Uncharacterized_67	Dvi	Drosophila virilis	CPR	0.0	None	4.7	5.1	-4.7	CPH
Dvi_CPR_Uncharacterized_68	CPR_Uncharacterized_68	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_69	CPR_Uncharacterized_69	Dvi	Drosophila virilis	CPR	0.0	None	9.4	0.19	-9.4	CPH
Dvi_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_70	CPR_Uncharacterized_70	Dvi	Drosophila virilis	CPR	0.0	None	5.5	2.9	-5.5	CPH
Dvi_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dvi	Drosophila virilis	CPR	0.0	None	30.3	7.2e-08	-30.3	CPH
Dvi_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_79	CPR_Uncharacterized_79	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_80	CPR_Uncharacterized_80	Dvi	Drosophila virilis	CPR	14.3	0.005	15.0	0.0036	-0.7	CPH
Dvi_CPR_Uncharacterized_81	CPR_Uncharacterized_81	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_82	CPR_Uncharacterized_82	Dvi	Drosophila virilis	CPR	0.0	None	14.6	0.0047	-14.6	CPH
Dvi_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dvi	Drosophila virilis	CPR	14.3	0.005	15.0	0.0036	-0.7	CPH
Dvi_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_85	CPR_Uncharacterized_85	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dvi	Drosophila virilis	CPR	12.9	0.013	0.0	None	12.9	CPG
Dvi_CPR_Uncharacterized_87	CPR_Uncharacterized_87	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_88	CPR_Uncharacterized_88	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_89	CPR_Uncharacterized_89	Dvi	Drosophila virilis	CPR	13.3	0.01	20.9	5.6e-05	-7.6	CPH
Dvi_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dvi	Drosophila virilis	CPR	0.0	None	20.6	6.8e-05	-20.6	CPH
Dvi_CPR_Uncharacterized_91	CPR_Uncharacterized_91	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_92	CPR_Uncharacterized_92	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_94	CPR_Uncharacterized_94	Dvi	Drosophila virilis	CPR	0.0	None	9.9	0.13	-9.9	CPH
Dvi_CPR_Uncharacterized_95	CPR_Uncharacterized_95	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_96	CPR_Uncharacterized_96	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_97	CPR_Uncharacterized_97	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_98	CPR_Uncharacterized_98	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_CPR_Uncharacterized_C	CPR_Uncharacterized_C	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle1	Tweedle1	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle10	Tweedle10	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle12	Tweedle12	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle13	Tweedle13	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle14	Tweedle14	Dvi	Drosophila virilis	Tweedle	5.7	2.2	0.0	None	5.7	CPG
Dvi_Tweedle15	Tweedle15	Dvi	Drosophila virilis	Tweedle	12.7	0.016	0.0	None	12.7	CPG
Dvi_Tweedle16	Tweedle16	Dvi	Drosophila virilis	Tweedle	0.0	None	16.0	0.0018	-16.0	CPH
Dvi_Tweedle17	Tweedle17	Dvi	Drosophila virilis	Tweedle	24.6	3.4e-06	0.0	None	24.6	CPG
Dvi_Tweedle18	Tweedle18	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle19	Tweedle19	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle2	Tweedle2	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle20	Tweedle20	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle21	Tweedle21	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle22	Tweedle22	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle23	Tweedle23	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle24	Tweedle24	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle25	Tweedle25	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle26	Tweedle26	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle3	Tweedle3	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle4	Tweedle4	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle5	Tweedle5	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle6	Tweedle6	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle7	Tweedle7	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle8	Tweedle8	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dvi_Tweedle9	Tweedle9	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_CPF1	CPF1	Dwi	Drosophila willistoni	CPF	0.0	None	9.1	0.23	-9.1	CPH
Dwi_CPF2	CPF2	Dwi	Drosophila willistoni	CPF	0.0	None	0.0	None	0.0	no_hit
Dwi_CPF3	CPF3	Dwi	Drosophila willistoni	CPF	0.0	None	0.0	None	0.0	no_hit
Dwi_CPLCG1	CPLCG1	Dwi	Drosophila willistoni	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dwi_CPLCG2	CPLCG2	Dwi	Drosophila willistoni	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dwi_CPLCG3	CPLCG3	Dwi	Drosophila willistoni	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_10	CPR_Uncharacterized_10	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_100	CPR_Uncharacterized_100	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_101	CPR_Uncharacterized_101	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_103	CPR_Uncharacterized_103	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_104	CPR_Uncharacterized_104	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_106	CPR_Uncharacterized_106	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_109	CPR_Uncharacterized_109	Dwi	Drosophila willistoni	CPR	0.0	None	5.0	4.2	-5.0	CPH
Dwi_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_110	CPR_Uncharacterized_110	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_111	CPR_Uncharacterized_111	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_112	CPR_Uncharacterized_112	Dwi	Drosophila willistoni	CPR	0.0	None	12.5	0.022	-12.5	CPH
Dwi_CPR_Uncharacterized_113	CPR_Uncharacterized_113	Dwi	Drosophila willistoni	CPR	0.0	None	12.5	0.022	-12.5	CPH
Dwi_CPR_Uncharacterized_114	CPR_Uncharacterized_114	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_115	CPR_Uncharacterized_115	Dwi	Drosophila willistoni	CPR	0.0	None	25.5	2.1e-06	-25.5	CPH
Dwi_CPR_Uncharacterized_116	CPR_Uncharacterized_116	Dwi	Drosophila willistoni	CPR	0.0	None	15.5	0.0025	-15.5	CPH
Dwi_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_121	CPR_Uncharacterized_121	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_122	CPR_Uncharacterized_122	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_123	CPR_Uncharacterized_123	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_124	CPR_Uncharacterized_124	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_126	CPR_Uncharacterized_126	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_128	CPR_Uncharacterized_128	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_129	CPR_Uncharacterized_129	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_131	CPR_Uncharacterized_131	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_133	CPR_Uncharacterized_133	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_14	CPR_Uncharacterized_14	Dwi	Drosophila willistoni	CPR	0.0	None	15.1	0.0032	-15.1	CPH
Dwi_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dwi	Drosophila willistoni	CPR	0.0	None	17.0	0.00088	-17.0	CPH
Dwi_CPR_Uncharacterized_17	CPR_Uncharacterized_17	Dwi	Drosophila willistoni	CPR	14.9	0.0032	0.0	None	14.9	CPG
Dwi_CPR_Uncharacterized_18	CPR_Uncharacterized_18	Dwi	Drosophila willistoni	CPR	0.0	None	16.0	0.0017	-16.0	CPH
Dwi_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_21	CPR_Uncharacterized_21	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_23	CPR_Uncharacterized_23	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dwi	Drosophila willistoni	CPR	13.9	0.0066	15.4	0.0028	-1.5	CPH
Dwi_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_27	CPR_Uncharacterized_27	Dwi	Drosophila willistoni	CPR	0.0	None	14.1	0.0067	-14.1	CPH
Dwi_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dwi	Drosophila willistoni	CPR	0.0	None	14.1	0.0065	-14.1	CPH
Dwi_CPR_Uncharacterized_29	CPR_Uncharacterized_29	Dwi	Drosophila willistoni	CPR	14.1	0.0058	14.7	0.0044	-0.6	CPH
Dwi_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dwi	Drosophila willistoni	CPR	0.0	None	15.2	0.003	-15.2	CPH
Dwi_CPR_Uncharacterized_34	CPR_Uncharacterized_34	Dwi	Drosophila willistoni	CPR	0.0	None	15.7	0.0022	-15.7	CPH
Dwi_CPR_Uncharacterized_35	CPR_Uncharacterized_35	Dwi	Drosophila willistoni	CPR	0.0	None	15.7	0.0022	-15.7	CPH
Dwi_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_38	CPR_Uncharacterized_38	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_41	CPR_Uncharacterized_41	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_42	CPR_Uncharacterized_42	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_45	CPR_Uncharacterized_45	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_47	CPR_Uncharacterized_47	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_53	CPR_Uncharacterized_53	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_55	CPR_Uncharacterized_55	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_56	CPR_Uncharacterized_56	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_57	CPR_Uncharacterized_57	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_58	CPR_Uncharacterized_58	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_66	CPR_Uncharacterized_66	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_68	CPR_Uncharacterized_68	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_69	CPR_Uncharacterized_69	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dwi	Drosophila willistoni	CPR	11.4	0.039	0.0	None	11.4	CPG
Dwi_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_79	CPR_Uncharacterized_79	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_8	CPR_Uncharacterized_8	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_81	CPR_Uncharacterized_81	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_88	CPR_Uncharacterized_88	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_89	CPR_Uncharacterized_89	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_9	CPR_Uncharacterized_9	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_94	CPR_Uncharacterized_94	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_95	CPR_Uncharacterized_95	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_96	CPR_Uncharacterized_96	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_98	CPR_Uncharacterized_98	Dwi	Drosophila willistoni	CPR	0.0	None	16.5	0.0013	-16.5	CPH
Dwi_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_C	CPR_Uncharacterized_C	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_D	CPR_Uncharacterized_D	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_E	CPR_Uncharacterized_E	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_CPR_Uncharacterized_F	CPR_Uncharacterized_F	Dwi	Drosophila willistoni	CPR	0.0	None	22.8	1.5e-05	-22.8	CPH
Dwi_CPR_Uncharacterized_G	CPR_Uncharacterized_G	Dwi	Drosophila willistoni	CPR	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle1	Tweedle1	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle10	Tweedle10	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle11	Tweedle11	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle12	Tweedle12	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle13	Tweedle13	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle14	Tweedle14	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle15	Tweedle15	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle16	Tweedle16	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle17	Tweedle17	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle18	Tweedle18	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle19	Tweedle19	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle2	Tweedle2	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle20	Tweedle20	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle21	Tweedle21	Dwi	Drosophila willistoni	Tweedle	19.6	0.00012	0.0	None	19.6	CPG
Dwi_Tweedle22	Tweedle22	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle23	Tweedle23	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle24	Tweedle24	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle25	Tweedle25	Dwi	Drosophila willistoni	Tweedle	12.8	0.014	0.0	None	12.8	CPG
Dwi_Tweedle26	Tweedle26	Dwi	Drosophila willistoni	Tweedle	11.7	0.03	0.0	None	11.7	CPG
Dwi_Tweedle27	Tweedle27	Dwi	Drosophila willistoni	Tweedle	0.0	None	17.7	0.00054	-17.7	CPH
Dwi_Tweedle28	Tweedle28	Dwi	Drosophila willistoni	Tweedle	3.8	8.2	0.0	None	3.8	CPG
Dwi_Tweedle3	Tweedle3	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle4	Tweedle4	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dwi_Tweedle5	Tweedle5	Dwi	Drosophila willistoni	Tweedle	0.0	None	0.0	None	0.0	no_hit
