protein_id	protein_name	species_code	species_name	current_family	CPR_score	CPR_evalue
Dme_Cpr65Au	Cpr65Au	Dme	Drosophila melanogaster	CPR RR-1	84.5	1.6e-24
Dvi_CPR_Uncharacterized_41	CPR_Uncharacterized_41	Dvi	Drosophila virilis	CPR	84.5	1.6e-24
Aga_CPR151	CPR151	Aga	Anopheles gambiae	CPR	84.3	1.7e-24
Bmo_CPR120	CPR120	Bmo	Bombyx mori	CPR RR-2	84.3	1.7e-24
Dwi_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dwi	Drosophila willistoni	CPR	84.3	1.8e-24
Dvi_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dvi	Drosophila virilis	CPR	84.3	1.8e-24
Bmo_CPR113	CPR113	Bmo	Bombyx mori	CPR RR-2	84.2	1.9e-24
Nlu_Cpr45	Cpr45	Nlu	Nilaparvata lugens	CPR	84.2	1.9e-24
Dan_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dan	Drosophila ananassae	CPR	84.2	1.9e-24
Bmo_CPR12	CPR12	Bmo	Bombyx mori	CPR RR-1	84.1	2.1e-24
Aga_CPR133	CPR133	Aga	Anopheles gambiae	CPR RR-1	84.0	2.2e-24
Dvi_CPR_Uncharacterized_57	CPR_Uncharacterized_57	Dvi	Drosophila virilis	CPR	83.8	2.5e-24
Aga_CPR153	CPR153	Aga	Anopheles gambiae	CPR RR-2	83.8	2.6e-24
Bmo_CPR108	CPR108	Bmo	Bombyx mori	CPR RR-2	83.7	2.6e-24
Mpe_CP4	CP4	Mpe	Myzus persicae	CPR RR-1	83.7	2.7e-24
Mpe_Stylin-01	Stylin-01	Mpe	Myzus persicae	CPR RR-1	83.7	2.7e-24
Dan_CPR_Uncharacterized_39	CPR_Uncharacterized_39	Dan	Drosophila ananassae	CPR	83.7	2.7e-24
Dgr_CPR_Uncharacterized_87	CPR_Uncharacterized_87	Dgr	Drosophila grimshawi	CPR	83.7	2.8e-24
Dmo_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dmo	Drosophila mojavensis	CPR	83.6	2.9e-24
Dps_CPR_Uncharacterized_14	CPR_Uncharacterized_14	Dps	Drosophila pseudoobscura	CPR	83.6	3e-24
Mse_LCP-14	LCP-14	Mse	Manduca sexta	CPR RR-1	83.5	3.1e-24
Dme_LCP1	LCP1	Dme	Drosophila melanogaster	CPR RR-1	83.5	3.1e-24
Foc_RR-1_3	RR-1_3	Foc	Frankliniella occidentalis	CPR RR-1	83.4	3.3e-24
Foc_RR-2_16	RR-2_16	Foc	Frankliniella occidentalis	CPR RR-2	83.4	3.3e-24
Dgr_CPR_Uncharacterized_105	CPR_Uncharacterized_105	Dgr	Drosophila grimshawi	CPR	83.4	3.4e-24
Dmo_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dmo	Drosophila mojavensis	CPR	83.3	3.6e-24
Dvi_CPR_Uncharacterized_2	CPR_Uncharacterized_2	Dvi	Drosophila virilis	CPR	83.2	3.7e-24
Dgr_CPR_Uncharacterized_30	CPR_Uncharacterized_30	Dgr	Drosophila grimshawi	CPR	83.2	3.8e-24
Dme_Cpr78E	Cpr78E	Dme	Drosophila melanogaster	CPR RR-1	83.2	3.9e-24
Bmo_CPR159	CPR159	Bmo	Bombyx mori	CPR RR-2	83.1	4.1e-24
Dvi_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dvi	Drosophila virilis	CPR	83.0	4.6e-24
Aga_CPR63	CPR63	Aga	Anopheles gambiae	CPR RR-1	82.9	4.8e-24
Dmo_CPR_Uncharacterized_33	CPR_Uncharacterized_33	Dmo	Drosophila mojavensis	CPR	82.8	5.1e-24
Dan_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dan	Drosophila ananassae	CPR	82.7	5.4e-24
Dps_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dps	Drosophila pseudoobscura	CPR	82.7	5.4e-24
Dwi_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dwi	Drosophila willistoni	CPR	82.7	5.5e-24
Lmi_Abd-5	Abd-5	Lmi	Locusta migratoria	RR-1	82.5	6.4e-24
Aga_CPR31	CPR31	Aga	Anopheles gambiae	CPR RR-1	82.5	6.4e-24
Bmo_CPR17	CPR17	Bmo	Bombyx mori	CPR RR-1	82.4	6.6e-24
Aae_L008996-PA	L008996-PA	Aae	Aedes aegypti	NULL	82.4	6.9e-24
Dwi_CPR_Uncharacterized_45	CPR_Uncharacterized_45	Dwi	Drosophila willistoni	CPR	82.3	7e-24
Aga_CPR105	CPR105	Aga	Anopheles gambiae	CPR RR-1	82.2	7.8e-24
Bmo_CPR110	CPR110	Bmo	Bombyx mori	CPR RR-2	82.2	8.1e-24
Bmo_CPR28	CPR28	Bmo	Bombyx mori	CPR RR-1	82.0	8.9e-24
Dme_Pcp	Pcp	Dme	Drosophila melanogaster	CPR RR-1	82.0	8.9e-24
Dan_CPR_Uncharacterized_95	CPR_Uncharacterized_95	Dan	Drosophila ananassae	CPR	82.0	9.2e-24
Dme_Cpr47Eg	Cpr47Eg	Dme	Drosophila melanogaster	CPR RR-1	81.8	1e-23
Dan_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dan	Drosophila ananassae	CPR	81.8	1e-23
Dwi_CPR_Uncharacterized_21	CPR_Uncharacterized_21	Dwi	Drosophila willistoni	CPR	81.8	1.1e-23
Bmo_CPR36	CPR36	Bmo	Bombyx mori	CPR RR-1	81.7	1.1e-23
Dme_Lcp9	Lcp9	Dme	Drosophila melanogaster	CPR RR-1	81.7	1.1e-23
Dps_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dps	Drosophila pseudoobscura	CPR	81.6	1.2e-23
Nlu_Cpr51	Cpr51	Nlu	Nilaparvata lugens	CPR RR-2	81.5	1.2e-23
Nlu_Cpr72	Cpr72	Nlu	Nilaparvata lugens	CPR	81.5	1.2e-23
Dan_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dan	Drosophila ananassae	CPR	81.5	1.3e-23
Dmo_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dmo	Drosophila mojavensis	CPR	81.5	1.3e-23
Dmo_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dmo	Drosophila mojavensis	CPR	81.5	1.3e-23
Dan_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dan	Drosophila ananassae	CPR	81.5	1.3e-23
Dmo_CPR_Uncharacterized_34	CPR_Uncharacterized_34	Dmo	Drosophila mojavensis	CPR	81.4	1.4e-23
Dps_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dps	Drosophila pseudoobscura	CPR	81.3	1.4e-23
Nlu_Cpr89	Cpr89	Nlu	Nilaparvata lugens	CPR	81.3	1.5e-23
Dmo_CPR_Uncharacterized_23	CPR_Uncharacterized_23	Dmo	Drosophila mojavensis	CPR	81.2	1.6e-23
Dme_LCP2	LCP2	Dme	Drosophila melanogaster	CPR RR-1	81.2	1.6e-23
Dan_CPR_Uncharacterized_25	CPR_Uncharacterized_25	Dan	Drosophila ananassae	CPR	81.2	1.6e-23
Nlu_Cpr50	Cpr50	Nlu	Nilaparvata lugens	CPR	81.1	1.7e-23
Bmo_CPR29	CPR29	Bmo	Bombyx mori	CPR RR-1	81.0	1.8e-23
Foc_RR-1_11	RR-1_11	Foc	Frankliniella occidentalis	CPR RR-1	81.0	1.8e-23
Bmo_CPR16	CPR16	Bmo	Bombyx mori	CPR RR-1	80.9	2e-23
Aga_CPR7	CPR7	Aga	Anopheles gambiae	CPR RR-1	80.8	2.1e-23
Dwi_CPR_Uncharacterized_66	CPR_Uncharacterized_66	Dwi	Drosophila willistoni	CPR	80.8	2.1e-23
Dma_A0A165AJR0	A0A165AJR0	Dma	Daphnia magna	NULL	80.5	2.6e-23
Dvi_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dvi	Drosophila virilis	CPR	80.4	2.7e-23
Dps_CPR_Uncharacterized_16	CPR_Uncharacterized_16	Dps	Drosophila pseudoobscura	CPR	80.4	2.8e-23
Nlu_Cpr88	Cpr88	Nlu	Nilaparvata lugens	CPR	80.4	2.8e-23
Dwi_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dwi	Drosophila willistoni	CPR	80.4	2.8e-23
Bmo_CPR111	CPR111	Bmo	Bombyx mori	CPR RR-2	80.3	3e-23
Dan_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dan	Drosophila ananassae	CPR	80.3	3.1e-23
Dvi_CPR_Uncharacterized_46	CPR_Uncharacterized_46	Dvi	Drosophila virilis	CPR	80.2	3.2e-23
Lmi_Abd-3	Abd-3	Lmi	Locusta migratoria	RR-1	80.2	3.2e-23
Dmo_CPR_Uncharacterized_39	CPR_Uncharacterized_39	Dmo	Drosophila mojavensis	CPR	80.1	3.4e-23
Lmi_Abd-6	Abd-6	Lmi	Locusta migratoria	CPR RR-1	79.8	4.1e-23
Dan_CPR_Uncharacterized_53	CPR_Uncharacterized_53	Dan	Drosophila ananassae	CPR	79.8	4.1e-23
Dgr_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dgr	Drosophila grimshawi	CPR	79.8	4.2e-23
Cfe_Unigene18895-RR2	Unigene18895-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	79.7	4.5e-23
Dgr_CPR_Uncharacterized_110	CPR_Uncharacterized_110	Dgr	Drosophila grimshawi	CPR	79.7	4.7e-23
Dme_Lcp65Ab1	Lcp65Ab1	Dme	Drosophila melanogaster	CPR RR-1	79.6	5e-23
Dme_Lcp65Ab2	Lcp65Ab2	Dme	Drosophila melanogaster	CPR RR-1	79.6	5e-23
Nlu_Cpr74	Cpr74	Nlu	Nilaparvata lugens	CPR	79.5	5.2e-23
Dmo_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dmo	Drosophila mojavensis	CPR	79.5	5.3e-23
Nlu_Cpr14	Cpr14	Nlu	Nilaparvata lugens	CPR	79.5	5.4e-23
Pps_CPR1	CPR1	Pps	Pardosa pseudoannulata	CPR RR-1	79.3	6e-23
Cfe_CL971.Contig1-RR2	CL971.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	79.3	6.1e-23
Dps_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dps	Drosophila pseudoobscura	CPR	79.1	7e-23
Nlu_Cpr93	Cpr93	Nlu	Nilaparvata lugens	CPR	79.1	7.1e-23
Dgr_CPR_Uncharacterized_120	CPR_Uncharacterized_120	Dgr	Drosophila grimshawi	CPR	79.1	7.2e-23
Dgr_CPR_Uncharacterized_64	CPR_Uncharacterized_64	Dgr	Drosophila grimshawi	CPR	79.0	7.5e-23
Dmo_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dmo	Drosophila mojavensis	CPR	78.9	7.9e-23
Nlu_Cpr7	Cpr7	Nlu	Nilaparvata lugens	CPR	78.9	7.9e-23
Aga_CPR88	CPR88	Aga	Anopheles gambiae	CPR RR-2	78.9	8e-23
Dgr_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dgr	Drosophila grimshawi	CPR	78.7	9.1e-23
Dvi_CPR_Uncharacterized_25	CPR_Uncharacterized_25	Dvi	Drosophila virilis	CPR	78.6	9.8e-23
Dps_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dps	Drosophila pseudoobscura	CPR	78.6	1e-22
Aga_CPR104	CPR104	Aga	Anopheles gambiae	CPR RR-1	78.6	1e-22
Dme_Cpr65Ea	Cpr65Ea	Dme	Drosophila melanogaster	CPR RR-1	78.6	1e-22
Bmo_ASSCP1	ASSCP1	Bmo	Bombyx mori	CPR RR-2	78.5	1e-22
Bmo_CPR90	CPR90	Bmo	Bombyx mori	CPR RR-2	78.5	1e-22
Dvi_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dvi	Drosophila virilis	CPR	78.5	1e-22
Dgr_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dgr	Drosophila grimshawi	CPR	78.5	1.1e-22
Dmo_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dmo	Drosophila mojavensis	CPR	78.3	1.2e-22
Dwi_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dwi	Drosophila willistoni	CPR	78.2	1.3e-22
Bmo_CPR64	CPR64	Bmo	Bombyx mori	CPR RR-2	78.1	1.4e-22
Aga_CPR56	CPR56	Aga	Anopheles gambiae	CPR RR-1	78.1	1.4e-22
Bmo_CPR122	CPR122	Bmo	Bombyx mori	CPR RR-2	77.9	1.6e-22
Dgr_CPR_Uncharacterized_98	CPR_Uncharacterized_98	Dgr	Drosophila grimshawi	CPR	77.8	1.7e-22
Dwi_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dwi	Drosophila willistoni	CPR	77.8	1.7e-22
Dps_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dps	Drosophila pseudoobscura	CPR	77.8	1.7e-22
Dps_CPR_Uncharacterized_69	CPR_Uncharacterized_69	Dps	Drosophila pseudoobscura	CPR	77.7	1.8e-22
Tca_CPR27	CPR27	Tca	Tribolium castaneum	CPR RR-2	77.6	2e-22
Dgr_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dgr	Drosophila grimshawi	CPR	77.4	2.3e-22
Dgr_CPR_Uncharacterized_97	CPR_Uncharacterized_97	Dgr	Drosophila grimshawi	CPR	77.4	2.4e-22
Bmo_CPR134	CPR134	Bmo	Bombyx mori	CPR RR-2	77.3	2.5e-22
Dvi_CPR_Uncharacterized_105	CPR_Uncharacterized_105	Dvi	Drosophila virilis	CPR	77.2	2.7e-22
Dwi_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dwi	Drosophila willistoni	CPR	77.1	2.8e-22
Dps_CPR_Uncharacterized_64	CPR_Uncharacterized_64	Dps	Drosophila pseudoobscura	CPR	77.1	2.9e-22
Dmo_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dmo	Drosophila mojavensis	CPR	77.1	2.9e-22
Dvi_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dvi	Drosophila virilis	CPR	77.0	3.1e-22
Dvi_CPR_Uncharacterized_36	CPR_Uncharacterized_36	Dvi	Drosophila virilis	CPR	76.9	3.2e-22
Dma_A0A0P6G918	A0A0P6G918	Dma	Daphnia magna	NULL	76.8	3.6e-22
Dme_Cpr49Ad	Cpr49Ad	Dme	Drosophila melanogaster	CPR RR-1	76.7	3.7e-22
Dgr_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dgr	Drosophila grimshawi	CPR	76.7	3.8e-22
Bmo_CPR14	CPR14	Bmo	Bombyx mori	CPR RR-1	76.6	3.9e-22
Aga_CPR28	CPR28	Aga	Anopheles gambiae	CPR RR-1	76.6	4e-22
Aga_CPR61	CPR61	Aga	Anopheles gambiae	CPR RR-1	76.6	4e-22
Dan_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dan	Drosophila ananassae	CPR	76.5	4.4e-22
Dmo_CPR_Uncharacterized_97	CPR_Uncharacterized_97	Dmo	Drosophila mojavensis	CPR	76.4	4.6e-22
Dan_CPR_Uncharacterized_33	CPR_Uncharacterized_33	Dan	Drosophila ananassae	CPR	76.2	5.2e-22
Bmo_CPR61	CPR61	Bmo	Bombyx mori	CPR RR-2	76.1	5.5e-22
Dan_CPR_Uncharacterized_59	CPR_Uncharacterized_59	Dan	Drosophila ananassae	CPR	76.0	6e-22
Dps_CPR_Uncharacterized_18	CPR_Uncharacterized_18	Dps	Drosophila pseudoobscura	CPR	76.0	6.3e-22
Aga_CPR140	CPR140	Aga	Anopheles gambiae	CPR RR-2	75.9	6.4e-22
Dgr_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dgr	Drosophila grimshawi	CPR	75.9	6.5e-22
Dps_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dps	Drosophila pseudoobscura	CPR	75.9	6.8e-22
Dmo_CPR_Uncharacterized_8	CPR_Uncharacterized_8	Dmo	Drosophila mojavensis	CPR	75.7	7.4e-22
Dvi_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dvi	Drosophila virilis	CPR	75.7	7.5e-22
Dvi_CPR_Uncharacterized_122	CPR_Uncharacterized_122	Dvi	Drosophila virilis	CPR	75.7	7.5e-22
Nlu_Cpr47	Cpr47	Nlu	Nilaparvata lugens	CPR RR-2	75.7	7.6e-22
Bmo_CPR41	CPR41	Bmo	Bombyx mori	CPR RR-1	75.6	7.9e-22
Dma_A0A164ZQJ8	A0A164ZQJ8	Dma	Daphnia magna	NULL	75.3	9.9e-22
Dmo_CPR_Uncharacterized_18	CPR_Uncharacterized_18	Dmo	Drosophila mojavensis	CPR	75.2	1.1e-21
Dan_CPR_Uncharacterized_18	CPR_Uncharacterized_18	Dan	Drosophila ananassae	CPR	75.2	1.1e-21
Bmo_CPR25	CPR25	Bmo	Bombyx mori	CPR RR-1	75.1	1.2e-21
Dwi_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dwi	Drosophila willistoni	CPR	75.1	1.2e-21
Foc_RR-2_20	RR-2_20	Foc	Frankliniella occidentalis	CPR RR-2	75.1	1.2e-21
Dmo_CPR_Uncharacterized_41	CPR_Uncharacterized_41	Dmo	Drosophila mojavensis	CPR	75.0	1.2e-21
Dgr_CPR_Uncharacterized_53	CPR_Uncharacterized_53	Dgr	Drosophila grimshawi	CPR	75.0	1.2e-21
Dwi_CPR_Uncharacterized_8	CPR_Uncharacterized_8	Dwi	Drosophila willistoni	CPR	75.0	1.2e-21
Nlu_Cpr61	Cpr61	Nlu	Nilaparvata lugens	CPR RR-2	75.0	1.3e-21
Foc_RR-2_19	RR-2_19	Foc	Frankliniella occidentalis	CPR RR-2	75.0	1.3e-21
Nlu_Cpr65	Cpr65	Nlu	Nilaparvata lugens	CPR	75.0	1.3e-21
Foc_RR-2_4	RR-2_4	Foc	Frankliniella occidentalis	CPR RR-2	74.9	1.3e-21
Dwi_CPR_Uncharacterized_123	CPR_Uncharacterized_123	Dwi	Drosophila willistoni	CPR	74.9	1.3e-21
Dmo_CPR_Uncharacterized_35	CPR_Uncharacterized_35	Dmo	Drosophila mojavensis	CPR	74.8	1.4e-21
Dgr_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dgr	Drosophila grimshawi	CPR	74.8	1.4e-21
Cfe_CL4553.Contig2-RR2	CL4553.Contig2-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	74.8	1.4e-21
Bmo_CPR95	CPR95	Bmo	Bombyx mori	CPR RR-2	74.7	1.5e-21
Foc_RR-2_17	RR-2_17	Foc	Frankliniella occidentalis	CPR RR-2	74.5	1.8e-21
Dps_CPR_Uncharacterized_59	CPR_Uncharacterized_59	Dps	Drosophila pseudoobscura	CPR	74.1	2.3e-21
Dma_A0A0P4XDN4	A0A0P4XDN4	Dma	Daphnia magna	NULL	74.0	2.6e-21
Aga_CPR79	CPR79	Aga	Anopheles gambiae	CPR RR-1	73.9	2.6e-21
Dgr_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dgr	Drosophila grimshawi	CPR	73.8	2.9e-21
Dwi_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dwi	Drosophila willistoni	CPR	73.8	2.9e-21
Dgr_CPR_Uncharacterized_106	CPR_Uncharacterized_106	Dgr	Drosophila grimshawi	CPR	73.7	3e-21
Bmo_CPR60	CPR60	Bmo	Bombyx mori	CPR RR-2	73.7	3.1e-21
Foc_RR-1_12	RR-1_12	Foc	Frankliniella occidentalis	CPR RR-1	73.6	3.3e-21
Sli_LCP167	LCP167	Sli	Spodoptera litura	CPR RR-2	73.5	3.5e-21
Cfe_Unigene5159-RR2	Unigene5159-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	73.4	4e-21
Dps_CPR_Uncharacterized_47	CPR_Uncharacterized_47	Dps	Drosophila pseudoobscura	CPR	73.3	4.2e-21
Dps_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dps	Drosophila pseudoobscura	CPR	73.2	4.5e-21
Dan_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dan	Drosophila ananassae	CPR	73.1	4.6e-21
Dmo_CPR_Uncharacterized_46	CPR_Uncharacterized_46	Dmo	Drosophila mojavensis	CPR	73.1	4.7e-21
Bmo_CPR161	CPR161	Bmo	Bombyx mori	CPR RR-2	73.1	4.7e-21
Dme_Cpr56F	Cpr56F	Dme	Drosophila melanogaster	CPR RR-2	73.1	4.8e-21
Dan_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dan	Drosophila ananassae	CPR	73.1	4.8e-21
Dgr_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dgr	Drosophila grimshawi	CPR	73.0	5e-21
Dmo_CPR_Uncharacterized_D	CPR_Uncharacterized_D	Dmo	Drosophila mojavensis	CPR	73.0	5.2e-21
Cfe_Unigene14429-RR2	Unigene14429-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	72.9	5.4e-21
Dmo_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dmo	Drosophila mojavensis	CPR	72.8	6e-21
Aga_CPR29	CPR29	Aga	Anopheles gambiae	CPR RR-1	72.7	6.5e-21
Dmo_CPR_Uncharacterized_25	CPR_Uncharacterized_25	Dmo	Drosophila mojavensis	CPR	72.5	7.1e-21
Dgr_CPR_Uncharacterized_89	CPR_Uncharacterized_89	Dgr	Drosophila grimshawi	CPR	72.5	7.2e-21
Bmo_WCP2	WCP2	Bmo	Bombyx mori	CPR RR-2	72.4	7.7e-21
Cfe_CL5195.Contig1-RR2	CL5195.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	72.3	8.2e-21
Dmo_CPR_Uncharacterized_120	CPR_Uncharacterized_120	Dmo	Drosophila mojavensis	CPR	72.3	8.4e-21
Dvi_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dvi	Drosophila virilis	CPR	72.3	8.6e-21
Dme_Cpr50Cb	Cpr50Cb	Dme	Drosophila melanogaster	CPR RR-2	72.1	9.3e-21
Aga_CPR102	CPR102	Aga	Anopheles gambiae	CPR RR-1	72.0	9.9e-21
Dps_CPR_Uncharacterized_F	CPR_Uncharacterized_F	Dps	Drosophila pseudoobscura	CPR	72.0	1e-20
Dan_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dan	Drosophila ananassae	CPR	72.0	1e-20
Isc_EEC04043.1	EEC04043.1	Isc	Ixodes scapularis	CPR RR-2	71.9	1.1e-20
Dan_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dan	Drosophila ananassae	CPR	71.8	1.2e-20
Dma_A0A0P5GXK9	A0A0P5GXK9	Dma	Daphnia magna	NULL	71.7	1.3e-20
Nlu_Cpr3	Cpr3	Nlu	Nilaparvata lugens	CPR RR-1	71.7	1.3e-20
Dwi_CPR_Uncharacterized_131	CPR_Uncharacterized_131	Dwi	Drosophila willistoni	CPR	71.7	1.3e-20
Bmo_CPR98	CPR98	Bmo	Bombyx mori	CPR RR-2	71.6	1.3e-20
Dgr_CPR_Uncharacterized_94	CPR_Uncharacterized_94	Dgr	Drosophila grimshawi	CPR	71.6	1.4e-20
Bmo_CPR1	CPR1	Bmo	Bombyx mori	CPR RR-1	71.5	1.5e-20
Bmo_CPR99	CPR99	Bmo	Bombyx mori	CPR RR-2	71.3	1.7e-20
Dvi_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dvi	Drosophila virilis	CPR	71.2	1.8e-20
Aga_CPR27	CPR27	Aga	Anopheles gambiae	CPR RR-1	71.1	1.9e-20
Aga_CPR129	CPR129	Aga	Anopheles gambiae	CPR RR-1	71.0	2e-20
Pba_CPR-54	CPR-54	Pba	Pseudoregma bambucicola	CPR RR-2	71.0	2e-20
Dme_LCP4	LCP4	Dme	Drosophila melanogaster	CPR RR-1	71.0	2.1e-20
Foc_RR-2_6	RR-2_6	Foc	Frankliniella occidentalis	CPR RR-2	70.9	2.3e-20
Dwi_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dwi	Drosophila willistoni	CPR	70.8	2.3e-20
Aga_CPR148	CPR148	Aga	Anopheles gambiae	CPR RR-2	70.8	2.4e-20
Nlu_Cpr86	Cpr86	Nlu	Nilaparvata lugens	CPR	70.8	2.4e-20
Dma_A0A164LPC5	A0A164LPC5	Dma	Daphnia magna	NULL	70.8	2.5e-20
Dps_CPR_Uncharacterized_58	CPR_Uncharacterized_58	Dps	Drosophila pseudoobscura	CPR	70.7	2.5e-20
Dme_Cpr73D_iso2	Cpr73D_iso2	Dme	Drosophila melanogaster	CPR RR-2	70.6	2.8e-20
Nlu_Cpr87	Cpr87	Nlu	Nilaparvata lugens	CPR	70.3	3.4e-20
Cqu_Crus3	Crus3	Cqu	Cherax quadricarinatus	NULL	70.3	3.5e-20
Dan_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dan	Drosophila ananassae	CPR	70.2	3.8e-20
Aga_CPR87	CPR87	Aga	Anopheles gambiae	CPR RR-2	70.1	3.9e-20
Aga_CPR90	CPR90	Aga	Anopheles gambiae	CPR RR-2	70.1	4e-20
Cpo_CPR22	CPR22	Cpo	Cydia pomonella	CPR RR-1	70.1	4e-20
Dps_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dps	Drosophila pseudoobscura	CPR	70.0	4.2e-20
Dan_CPR_Uncharacterized_23	CPR_Uncharacterized_23	Dan	Drosophila ananassae	CPR	69.9	4.4e-20
Dwi_CPR_Uncharacterized_129	CPR_Uncharacterized_129	Dwi	Drosophila willistoni	CPR	69.7	5.1e-20
Dme_Cpr57A_iso1	Cpr57A_iso1	Dme	Drosophila melanogaster	CPR RR-1	69.6	5.7e-20
Dme_Cpr57A_iso2	Cpr57A_iso2	Dme	Drosophila melanogaster	CPR RR-1	69.6	5.7e-20
Dmo_CPR_Uncharacterized_42	CPR_Uncharacterized_42	Dmo	Drosophila mojavensis	CPR	69.4	6.2e-20
Aga_CPR91	CPR91	Aga	Anopheles gambiae	CPR RR-2	69.4	6.2e-20
Cfe_Unigene13377-RR2	Unigene13377-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	69.3	6.7e-20
Dgr_CPR_Uncharacterized_96	CPR_Uncharacterized_96	Dgr	Drosophila grimshawi	CPR	69.2	7.4e-20
Dma_A0A0P5YRM3	A0A0P5YRM3	Dma	Daphnia magna	NULL	69.1	7.7e-20
Aga_CPR156	CPR156	Aga	Anopheles gambiae	CPR RR-2	69.0	8.4e-20
Dvi_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dvi	Drosophila virilis	CPR	69.0	8.6e-20
Aga_CPR89	CPR89	Aga	Anopheles gambiae	CPR RR-2	68.8	9.8e-20
Aga_CPR149	CPR149	Aga	Anopheles gambiae	CPR RR-2	68.6	1.1e-19
Aga_CPR9	CPR9	Aga	Anopheles gambiae	CPR RR-1	68.6	1.1e-19
Aga_CPR86	CPR86	Aga	Anopheles gambiae	CPR RR-2	68.6	1.1e-19
Bmo_CPR142	CPR142	Bmo	Bombyx mori	CPR RR-2	68.6	1.1e-19
Dps_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dps	Drosophila pseudoobscura	CPR	68.6	1.1e-19
Dps_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dps	Drosophila pseudoobscura	CPR	68.6	1.1e-19
Dps_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dps	Drosophila pseudoobscura	CPR	68.2	1.5e-19
Dan_CPR_Uncharacterized_27	CPR_Uncharacterized_27	Dan	Drosophila ananassae	CPR	68.1	1.6e-19
Nlu_Cpr82	Cpr82	Nlu	Nilaparvata lugens	CPR	68.1	1.6e-19
Dma_A0A164MLN1	A0A164MLN1	Dma	Daphnia magna	NULL	68.0	1.8e-19
