#                                                                          --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                   accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#           ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Foc_RR-1_2                      -          CPR_combined.aln     -            1.7e-71  238.1 112.4   2.6e-16   57.6   7.5   6.1   1   1   5   6   6   6   6 -
Dwi_CPR_Uncharacterized_E       -          CPR_combined.aln     -            5.6e-18   63.1   0.2   5.9e-18   63.0   0.2   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene11532-RR1            -          CPR_combined.aln     -            5.6e-18   63.0   0.0   5.7e-18   63.0   0.0   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_29                     -          CPR_combined.aln     -            5.9e-18   63.0   0.3   6.6e-18   62.8   0.3   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_57      -          CPR_combined.aln     -            5.9e-18   63.0   4.1     7e-18   62.7   4.1   1.0   1   0   0   1   1   1   1 -
Aga_CPR113                      -          CPR_combined.aln     -            6.1e-18   62.9  61.6     1e-17   62.2  61.5   1.4   1   1   0   1   1   1   1 -
Iri_ACP16.8                     -          CPR_combined.aln     -            6.1e-18   62.9   6.7   6.8e-18   62.8   6.7   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_20                     -          CPR_combined.aln     -            6.1e-18   62.9   1.3   7.2e-18   62.7   1.3   1.0   1   0   0   1   1   1   1 -
Aga_CPR67                       -          CPR_combined.aln     -            6.8e-18   62.8  37.6   7.3e-17   59.4  37.6   2.2   1   1   0   1   1   1   1 -
Bmo_CPR147                      -          CPR_combined.aln     -            6.9e-18   62.8   0.1   7.5e-18   62.6   0.1   1.1   1   0   0   1   1   1   1 -
Aga_CPR68                       -          CPR_combined.aln     -            7.1e-18   62.7   0.4   7.7e-18   62.6   0.4   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_100     -          CPR_combined.aln     -            7.4e-18   62.7  11.9   1.1e-17   62.1  11.9   1.3   1   0   0   1   1   1   1 -
Dme_Cpr78Cb                     -          CPR_combined.aln     -            7.5e-18   62.6   0.0   7.9e-18   62.6   0.0   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr67                       -          CPR_combined.aln     -            8.4e-18   62.5  12.9   9.3e-18   62.3  12.9   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_38      -          CPR_combined.aln     -            8.8e-18   62.4  41.2   1.6e-17   61.6  41.2   1.4   1   1   0   1   1   1   1 -
Dan_CPR_Uncharacterized_3       -          CPR_combined.aln     -            9.3e-18   62.3  24.0   9.3e-18   62.3  24.0   2.1   1   1   1   2   2   1   1 -
Isc_EEC08503.1                  -          CPR_combined.aln     -            9.8e-18   62.3   2.1   1.1e-17   62.1   2.1   1.0   1   0   0   1   1   1   1 -
Dma_A0A0P5CTZ7                  -          CPR_combined.aln     -            9.9e-18   62.2   2.5   1.1e-17   62.1   2.5   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_4       -          CPR_combined.aln     -              1e-17   62.2   0.6   1.1e-17   62.1   0.6   1.0   1   0   0   1   1   1   1 -
Dme_Cpr11A                      -          CPR_combined.aln     -            1.1e-17   62.0   2.9   1.5e-17   61.7   2.9   1.2   1   0   0   1   1   1   1 -
Isc_EEC01927.1                  -          CPR_combined.aln     -            1.2e-17   61.9   8.8   1.3e-17   61.9   8.8   1.0   1   0   0   1   1   1   1 -
Dme_Cpr66D                      -          CPR_combined.aln     -            1.4e-17   61.7  34.9   1.5e-16   58.4  34.9   2.1   1   1   0   1   1   1   1 -
Nlu_Cpr22                       -          CPR_combined.aln     -            1.4e-17   61.7   8.9   1.7e-17   61.5   8.9   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_71      -          CPR_combined.aln     -            1.5e-17   61.7  52.6   4.6e-17   60.1  52.6   1.8   1   1   0   1   1   1   1 -
Bmo_CPR56                       -          CPR_combined.aln     -            1.5e-17   61.7   0.7   1.7e-17   61.5   0.7   1.0   1   0   0   1   1   1   1 -
Tca_CPR18                       -          CPR_combined.aln     -            1.7e-17   61.5   4.4   1.7e-17   61.5   4.4   1.1   1   0   0   1   1   1   1 -
Isc_EEC09166.1                  -          CPR_combined.aln     -            1.7e-17   61.5   0.4   1.8e-17   61.4   0.4   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_52      -          CPR_combined.aln     -            1.7e-17   61.4  11.6   4.5e-08   30.6   9.3   2.4   1   1   2   3   3   2   2 -
Dwi_CPR_Uncharacterized_72      -          CPR_combined.aln     -            1.7e-17   61.4   0.5   2.9e-17   60.7   0.5   1.4   1   1   0   1   1   1   1 -
Aga_CPR147                      -          CPR_combined.aln     -              2e-17   61.3  12.4   3.6e-17   60.4  12.4   1.4   1   1   0   1   1   1   1 -
Foc_RR-1_8                      -          CPR_combined.aln     -              2e-17   61.2  28.3   1.1e-16   58.8  28.3   1.9   1   1   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_93      -          CPR_combined.aln     -            2.2e-17   61.1   0.6   2.2e-17   61.1   0.6   1.7   1   1   1   2   2   1   1 -
Bmo_CPR123                      -          CPR_combined.aln     -            2.4e-17   61.0  47.9   2.5e-16   57.7  24.3   2.3   1   1   1   2   2   1   1 -
Dwi_CPR_Uncharacterized_A       -          CPR_combined.aln     -            2.7e-17   60.8   3.4   3.1e-17   60.6   3.4   1.1   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_61      -          CPR_combined.aln     -            2.8e-17   60.8   0.0     3e-17   60.7   0.0   1.0   1   0   0   1   1   1   1 -
Iri_ACP10.9                     -          CPR_combined.aln     -            2.8e-17   60.7   4.7   2.9e-17   60.7   4.7   1.0   1   0   0   1   1   1   1 -
Dma_A0A0P5AUA9                  -          CPR_combined.aln     -            2.9e-17   60.7  31.2   2.6e-09   34.7  11.6   2.1   1   1   1   2   2   2   2 -
Tmo_ACP22                       -          CPR_combined.aln     -            3.1e-17   60.6   2.7   3.1e-17   60.6   2.7   1.1   1   0   0   1   1   1   1 -
Bmo_ASSCP2                      -          CPR_combined.aln     -            3.1e-17   60.6  56.9   8.8e-17   59.1  56.6   1.8   1   1   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_5       -          CPR_combined.aln     -            3.2e-17   60.6   0.4   3.6e-17   60.4   0.4   1.1   1   0   0   1   1   1   1 -
Aga_CPR155                      -          CPR_combined.aln     -            3.4e-17   60.5   0.0   3.6e-17   60.4   0.0   1.1   1   0   0   1   1   1   1 -
Foc_RR-2_30                     -          CPR_combined.aln     -            3.4e-17   60.5  52.0   1.1e-10   39.2  18.2   2.4   1   1   1   2   2   2   2 -
Dvi_CPR_Uncharacterized_7       -          CPR_combined.aln     -            4.3e-17   60.1  54.0   2.3e-16   57.8  54.0   1.9   1   1   0   1   1   1   1 -
Lst_NCup                        -          CPR_combined.aln     -            4.4e-17   60.1  14.2   6.9e-17   59.5  14.2   1.4   1   0   0   1   1   1   1 -
Isc_EEC07075.1                  -          CPR_combined.aln     -            4.6e-17   60.1   0.0   5.3e-17   59.9   0.0   1.1   1   0   0   1   1   1   1 -
Dme_Cpr47Ed                     -          CPR_combined.aln     -            4.6e-17   60.1   0.0   5.1e-17   59.9   0.0   1.0   1   0   0   1   1   1   1 -
Dma_A0A0P5YHQ6                  -          CPR_combined.aln     -            4.7e-17   60.0  19.8   5.4e-17   59.8  19.8   1.0   1   0   0   1   1   1   1 -
Pci_CPR2                        -          CPR_combined.aln     -            5.3e-17   59.9   1.5   6.3e-17   59.6   1.5   1.1   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_79      -          CPR_combined.aln     -            5.5e-17   59.8   1.1   5.9e-17   59.7   1.1   1.1   1   0   0   1   1   1   1 -
Nlu_Cpr77                       -          CPR_combined.aln     -            5.8e-17   59.7   2.5   5.8e-17   59.7   2.5   2.5   2   0   0   2   2   2   1 -
Isc_EEC09165.1                  -          CPR_combined.aln     -            6.6e-17   59.5   3.6   7.3e-17   59.4   3.6   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_65      -          CPR_combined.aln     -            6.7e-17   59.5   0.0   7.4e-17   59.4   0.0   1.0   1   0   0   1   1   1   1 -
Bmo_CPR144                      -          CPR_combined.aln     -            7.6e-17   59.4  14.8   1.3e-16   58.6  14.8   1.4   1   1   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_38      -          CPR_combined.aln     -            7.7e-17   59.3   2.1   7.7e-17   59.3   2.1   1.3   1   1   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_108     -          CPR_combined.aln     -            7.9e-17   59.3   4.1     1e-16   58.9   4.1   1.1   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_15      -          CPR_combined.aln     -            8.6e-17   59.2   0.2   9.6e-17   59.0   0.2   1.0   1   0   0   1   1   1   1 -
Dma_A0A162QEW6                  -          CPR_combined.aln     -            8.7e-17   59.1  13.2   1.1e-16   58.9  13.2   1.0   1   0   0   1   1   1   1 -
Dsu_cpr66D                      -          CPR_combined.aln     -            9.2e-17   59.1  38.2   1.3e-15   55.3  38.2   2.1   1   1   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_121     -          CPR_combined.aln     -              1e-16   58.9   0.0   1.1e-16   58.8   0.0   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_P       -          CPR_combined.aln     -            1.1e-16   58.9   4.3   1.5e-16   58.4   4.3   1.2   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_30      -          CPR_combined.aln     -            1.1e-16   58.9   4.0   1.3e-16   58.6   4.0   1.0   1   0   0   1   1   1   1 -
Dme_l(3)mbn                     -          CPR_combined.aln     -            1.2e-16   58.7   0.0   2.1e-07   28.5   0.6   2.4   2   1   0   2   2   2   2 -
Dmo_CPR_Uncharacterized_91      -          CPR_combined.aln     -            1.5e-16   58.4   0.0   1.5e-16   58.4   0.0   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_21                     -          CPR_combined.aln     -            1.5e-16   58.3  17.2   1.5e-16   58.3  17.2   3.0   1   1   2   3   3   1   1 -
Lmi_CP_66D                      -          CPR_combined.aln     -            1.6e-16   58.3  28.4   1.6e-16   58.3  28.4   2.2   1   1   1   2   2   1   1 -
Dmo_CPR_Uncharacterized_109     -          CPR_combined.aln     -              2e-16   58.0  12.5   3.7e-09   34.2   7.3   2.1   1   1   1   2   2   2   2 -
Isc_EEC03471.1                  -          CPR_combined.aln     -              2e-16   58.0   3.8   2.2e-16   57.8   3.8   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_19                     -          CPR_combined.aln     -            2.1e-16   57.9   0.0   2.3e-16   57.7   0.0   1.0   1   0   0   1   1   1   1 -
Dma_A0A0P5ZSW6                  -          CPR_combined.aln     -            2.1e-16   57.9 182.2   7.7e-07   26.6  27.1   5.0   2   2   3   5   5   4   3 -
Dmo_CPR_Uncharacterized_20      -          CPR_combined.aln     -            2.1e-16   57.9   0.0   2.5e-16   57.7   0.0   1.0   1   0   0   1   1   1   1 -
Dma_A0A0P6AFH5_iso1             -          CPR_combined.aln     -            2.2e-16   57.8   9.4   2.5e-16   57.6   9.4   1.0   1   0   0   1   1   1   1 -
Isc_EEC01924.1                  -          CPR_combined.aln     -            2.4e-16   57.7   9.0   2.8e-16   57.5   9.0   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_73      -          CPR_combined.aln     -            2.5e-16   57.6  23.5   2.5e-16   57.6  23.5   2.1   1   1   1   2   2   1   1 -
Dme_Cpr47Ee                     -          CPR_combined.aln     -            2.5e-16   57.6  55.1   5.3e-16   56.6  55.1   1.5   1   1   0   1   1   1   1 -
Pps_CPR9                        -          CPR_combined.aln     -            2.8e-16   57.5   7.8   3.2e-16   57.3   7.8   1.0   1   0   0   1   1   1   1 -
Dme_Cpr72Ec                     -          CPR_combined.aln     -              3e-16   57.4   0.8   6.8e-16   56.2   0.5   1.9   1   1   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_11      -          CPR_combined.aln     -              3e-16   57.4   0.3   3.1e-16   57.3   0.3   1.0   1   0   0   1   1   1   1 -
Aga_CPR124                      -          CPR_combined.aln     -              3e-16   57.4  54.1   5.4e-15   53.3  54.1   2.1   1   1   0   1   1   1   1 -
Dan_CPR_Uncharacterized_75      -          CPR_combined.aln     -            3.1e-16   57.4   4.5   4.5e-16   56.8   4.5   1.2   1   0   0   1   1   1   1 -
Dma_A0A0P5S9E1                  -          CPR_combined.aln     -            3.1e-16   57.4   0.3   3.6e-16   57.1   0.3   1.0   1   0   0   1   1   1   1 -
Dme_Cpr72Eb                     -          CPR_combined.aln     -            3.1e-16   57.4   3.9   3.8e-16   57.1   3.9   1.1   1   0   0   1   1   1   1 -
Aga_CPR126                      -          CPR_combined.aln     -            3.1e-16   57.3  24.7   3.1e-16   57.3  24.7   2.1   1   1   1   2   2   1   1 -
Dmo_CPR_Uncharacterized_16      -          CPR_combined.aln     -            3.2e-16   57.3  50.5   6.7e-16   56.3  50.5   1.5   1   1   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_37      -          CPR_combined.aln     -            3.2e-16   57.3   3.5   3.6e-16   57.1   3.5   1.1   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_A       -          CPR_combined.aln     -            3.5e-16   57.2   0.2   3.8e-16   57.0   0.2   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_44      -          CPR_combined.aln     -            3.7e-16   57.1  11.9   3.9e-16   57.0  11.9   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_76      -          CPR_combined.aln     -              4e-16   57.0  15.2   1.7e-15   54.9  15.2   1.8   1   1   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_C       -          CPR_combined.aln     -            4.1e-16   56.9  49.4   4.1e-16   56.9  49.4   1.7   1   1   0   1   1   1   1 -
Cfe_Unigene4298-CPRNC           -          CPR_combined.aln     -            4.4e-16   56.9   0.8     5e-16   56.7   0.8   1.0   1   0   0   1   1   1   1 -
Dma_A0A0N8E2J7                  -          CPR_combined.aln     -            5.6e-16   56.5   9.9   6.6e-16   56.3   9.9   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_6       -          CPR_combined.aln     -            5.9e-16   56.4  14.0   7.6e-16   56.1  14.0   1.3   1   0   0   1   1   1   1 -
Ago_SgAbd2-like                 -          CPR_combined.aln     -            6.2e-16   56.4  30.3   9.4e-16   55.8  30.3   1.3   1   1   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_7       -          CPR_combined.aln     -            6.4e-16   56.3   0.6   7.2e-16   56.1   0.6   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_93      -          CPR_combined.aln     -            6.6e-16   56.3   0.0   6.7e-16   56.2   0.0   1.0   1   0   0   1   1   1   1 -
Dma_A0A162C7R6                  -          CPR_combined.aln     -            7.7e-16   56.1  15.2   8.1e-16   56.0  15.2   1.0   1   0   0   1   1   1   1 -
Bmo_CPR139                      -          CPR_combined.aln     -            7.9e-16   56.0   0.8   8.4e-16   55.9   0.8   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_97      -          CPR_combined.aln     -            8.5e-16   55.9  59.8   6.1e-15   53.1  59.8   2.0   1   1   0   1   1   1   1 -
Foc_RR-2_18                     -          CPR_combined.aln     -              9e-16   55.8   5.6     1e-15   55.7   5.6   1.1   1   0   0   1   1   1   1 -
Foc_RR-NC_4                     -          CPR_combined.aln     -            9.2e-16   55.8   4.6   1.1e-15   55.6   4.6   1.1   1   0   0   1   1   1   1 -
Aga_CPR128                      -          CPR_combined.aln     -            9.5e-16   55.8   0.0   1.1e-15   55.6   0.0   1.0   1   0   0   1   1   1   1 -
Dme_Cpr67B                      -          CPR_combined.aln     -            9.7e-16   55.7   5.3   1.3e-15   55.3   5.3   1.2   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_62      -          CPR_combined.aln     -              1e-15   55.6   2.5   1.1e-15   55.5   2.5   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_64      -          CPR_combined.aln     -              1e-15   55.6  15.4   1.5e-15   55.1  15.4   1.4   1   0   0   1   1   1   1 -
Nlu_Cpr23                       -          CPR_combined.aln     -              1e-15   55.6   0.0   1.2e-15   55.5   0.0   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_78      -          CPR_combined.aln     -            1.1e-15   55.5  57.3   2.8e-15   54.2  57.3   1.8   1   1   0   1   1   1   1 -
Dps_CPR_Uncharacterized_28      -          CPR_combined.aln     -            1.2e-15   55.5  11.9   1.2e-15   55.4  11.9   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_32      -          CPR_combined.aln     -            1.3e-15   55.3   3.6   1.5e-15   55.1   3.6   1.1   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_91      -          CPR_combined.aln     -            1.3e-15   55.3   5.5   1.5e-15   55.1   5.5   1.1   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_38      -          CPR_combined.aln     -            1.3e-15   55.3  21.1   2.2e-15   54.6  21.0   1.3   1   1   0   1   1   1   1 -
Lmi_flexible_cuticle_protein_12 -          CPR_combined.aln     -            1.4e-15   55.2   0.0   1.6e-15   55.1   0.0   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene16424-RR2            -          CPR_combined.aln     -            1.5e-15   55.1  14.0   1.5e-15   55.1  14.0   1.9   1   1   1   2   2   1   1 -
Pps_CPR3                        -          CPR_combined.aln     -            1.6e-15   55.1   8.9   1.6e-15   55.1   8.9   1.3   1   1   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_30      -          CPR_combined.aln     -            1.7e-15   55.0   9.8   1.9e-15   54.8   9.8   1.1   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_C       -          CPR_combined.aln     -            1.7e-15   55.0   0.0     2e-15   54.7   0.0   1.0   1   0   0   1   1   1   1 -
Cfe_CL1797.Contig2-RR1          -          CPR_combined.aln     -            1.7e-15   54.9   0.1     2e-15   54.7   0.1   1.1   1   0   0   1   1   1   1 -
Dme_Cpr60D                      -          CPR_combined.aln     -            1.7e-15   54.9   0.0     2e-15   54.7   0.0   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_4                      -          CPR_combined.aln     -            1.8e-15   54.9   1.4   1.9e-15   54.8   1.4   1.0   1   0   0   1   1   1   1 -
Tci_CPR25                       -          CPR_combined.aln     -            1.9e-15   54.8  29.4   2.5e-15   54.4  29.4   1.1   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_74      -          CPR_combined.aln     -            1.9e-15   54.7   3.6   2.2e-15   54.6   3.6   1.0   1   0   0   1   1   1   1 -
Pps_CPR12                       -          CPR_combined.aln     -            2.1e-15   54.6   0.6   2.3e-15   54.5   0.6   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_60      -          CPR_combined.aln     -            2.2e-15   54.6   0.2   2.3e-15   54.5   0.2   1.0   1   0   0   1   1   1   1 -
Cfe_CL1797.Contig1-RR1          -          CPR_combined.aln     -            2.2e-15   54.6   0.1   2.5e-15   54.4   0.1   1.1   1   0   0   1   1   1   1 -
Cfe_Unigene13345-RR1            -          CPR_combined.aln     -            2.3e-15   54.5   9.6   2.7e-15   54.3   9.6   1.2   1   0   0   1   1   1   1 -
Cfe_Unigene9414-CPRNC           -          CPR_combined.aln     -            2.3e-15   54.5  14.4   3.3e-15   54.0  14.4   1.3   1   0   0   1   1   1   1 -
Dma_A0A0P6H1F2                  -          CPR_combined.aln     -            2.6e-15   54.3   0.3   2.9e-15   54.2   0.3   1.0   1   0   0   1   1   1   1 -
Dme_Cpr12A                      -          CPR_combined.aln     -            2.6e-15   54.3   0.4   2.9e-15   54.2   0.4   1.0   1   0   0   1   1   1   1 -
Tca_CPR4                        -          CPR_combined.aln     -            2.7e-15   54.3   8.2   3.2e-15   54.0   8.2   1.1   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_2       -          CPR_combined.aln     -            2.8e-15   54.2  16.4   3.3e-15   54.0  16.4   1.1   1   0   0   1   1   1   1 -
Api_CP62                        -          CPR_combined.aln     -            2.8e-15   54.2  46.9   1.1e-14   52.3  46.9   1.8   1   1   0   1   1   1   1 -
Cfe_CL1797.Contig3-RR1          -          CPR_combined.aln     -            2.9e-15   54.2   0.0   3.5e-15   53.9   0.0   1.2   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_24      -          CPR_combined.aln     -            3.4e-15   54.0   2.9   2.3e-07   28.3   0.3   2.0   1   1   1   2   2   2   2 -
Dwi_CPR_Uncharacterized_58      -          CPR_combined.aln     -            3.7e-15   53.8   3.4   4.2e-15   53.7   3.4   1.1   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_15      -          CPR_combined.aln     -            3.7e-15   53.8   0.0   4.3e-15   53.6   0.0   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene18240-RR2            -          CPR_combined.aln     -            4.8e-15   53.5   2.1   4.8e-15   53.5   2.1   3.2   2   1   1   3   3   1   1 -
Dwi_CPR_Uncharacterized_57      -          CPR_combined.aln     -              5e-15   53.4   3.9     6e-15   53.1   3.9   1.2   1   0   0   1   1   1   1 -
Foc_RR-1_26                     -          CPR_combined.aln     -            5.8e-15   53.2   0.2   6.5e-15   53.0   0.2   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_27                     -          CPR_combined.aln     -              6e-15   53.1  14.0     6e-15   53.1  14.0   3.2   3   1   1   4   4   1   1 -
Dma_A0A164RVL0                  -          CPR_combined.aln     -              6e-15   53.1   9.8   6.7e-15   53.0   9.8   1.0   1   0   0   1   1   1   1 -
Pci_CPR16.8                     -          CPR_combined.aln     -            6.1e-15   53.1  21.6   6.7e-15   53.0  21.6   1.0   1   0   0   1   1   1   1 -
Dma_A0A0P5WDI2                  -          CPR_combined.aln     -            7.9e-15   52.7   9.3   8.4e-15   52.7   9.3   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_95      -          CPR_combined.aln     -            8.1e-15   52.7   0.0   9.3e-15   52.5   0.0   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_80      -          CPR_combined.aln     -            8.6e-15   52.6   3.4     9e-15   52.6   3.4   1.1   1   0   0   1   1   1   1 -
Dma_A0A164VNS4                  -          CPR_combined.aln     -            8.7e-15   52.6  11.8   9.2e-15   52.5  11.8   1.0   1   0   0   1   1   1   1 -
Bmo_CPR48                       -          CPR_combined.aln     -              9e-15   52.6   7.9   1.1e-14   52.3   7.9   1.1   1   0   0   1   1   1   1 -
Nlu_Cpr52_iso2                  -          CPR_combined.aln     -            9.3e-15   52.5  72.7   1.7e-13   48.4  72.7   2.2   1   1   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_82      -          CPR_combined.aln     -            1.1e-14   52.3   5.6   1.2e-14   52.2   5.6   1.1   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_56      -          CPR_combined.aln     -            1.1e-14   52.3  11.9   1.3e-14   52.1  11.9   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_36      -          CPR_combined.aln     -            1.1e-14   52.3   3.9   1.2e-14   52.1   3.9   1.1   1   0   0   1   1   1   1 -
Isc_EEC01928.1                  -          CPR_combined.aln     -            1.2e-14   52.2  14.1   1.3e-14   52.1  14.1   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_87      -          CPR_combined.aln     -            1.4e-14   51.9   0.3   1.6e-14   51.7   0.3   1.0   1   0   0   1   1   1   1 -
Foc_RR-2_3                      -          CPR_combined.aln     -            1.5e-14   51.9  15.8   1.5e-14   51.9  15.8   3.3   1   1   3   4   4   1   1 -
Cme_CPR20                       -          CPR_combined.aln     -            1.6e-14   51.8   2.3   1.6e-14   51.7   2.3   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene15448-CPRNC          -          CPR_combined.aln     -            1.8e-14   51.6   0.0     2e-14   51.5   0.0   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_121     -          CPR_combined.aln     -              2e-14   51.5   0.6     2e-14   51.4   0.6   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_97      -          CPR_combined.aln     -            2.1e-14   51.4   2.6   2.3e-14   51.2   2.6   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_100     -          CPR_combined.aln     -            2.1e-14   51.4  12.8   2.2e-14   51.3  12.8   1.1   1   0   0   1   1   1   1 -
Aga_CPR139                      -          CPR_combined.aln     -            2.2e-14   51.3  31.1   5.3e-13   46.8  31.1   2.2   1   1   0   1   1   1   1 -
Foc_RR-2_26                     -          CPR_combined.aln     -            2.3e-14   51.2   0.3   2.7e-14   51.0   0.3   1.0   1   0   0   1   1   1   1 -
Ace_CPR2                        -          CPR_combined.aln     -            2.5e-14   51.1  25.5   2.5e-14   51.1  25.5   2.1   1   1   1   2   2   1   1 -
Dvi_CPR_Uncharacterized_99      -          CPR_combined.aln     -            2.6e-14   51.1   0.2   2.9e-14   50.9   0.2   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_43      -          CPR_combined.aln     -            2.9e-14   50.9  10.0   3.3e-14   50.7  10.0   1.0   1   0   0   1   1   1   1 -
Dma_A0A162QKL9                  -          CPR_combined.aln     -            3.3e-14   50.7   6.4   2.7e-07   28.1   2.0   2.0   1   1   1   2   2   2   2 -
Dvi_CPR_Uncharacterized_114     -          CPR_combined.aln     -            3.5e-14   50.6   4.3   4.7e-14   50.2   4.3   1.2   1   0   0   1   1   1   1 -
Dme_Cpr66Ca_iso1                -          CPR_combined.aln     -            3.6e-14   50.6   1.6   4.3e-14   50.4   1.6   1.1   1   0   0   1   1   1   1 -
Dma_A0A164UV49                  -          CPR_combined.aln     -            3.6e-14   50.6  22.2   4.3e-14   50.3  22.2   1.1   1   0   0   1   1   1   1 -
Dma_A0A0P5BBW0                  -          CPR_combined.aln     -            4.3e-14   50.3   7.9   5.6e-14   50.0   7.9   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_63      -          CPR_combined.aln     -            4.4e-14   50.3   0.6   4.7e-14   50.2   0.6   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr52_iso1                  -          CPR_combined.aln     -            4.5e-14   50.3  74.6   8.1e-13   46.2  74.6   2.2   1   1   0   1   1   1   1 -
Bmo_CPR47                       -          CPR_combined.aln     -              5e-14   50.1  48.4   4.6e-09   33.9   8.5   3.2   1   1   2   3   3   3   2 -
Dan_CPR_Uncharacterized_10      -          CPR_combined.aln     -            5.2e-14   50.1   6.0   6.1e-14   49.8   6.0   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_78      -          CPR_combined.aln     -            5.6e-14   50.0   4.8     6e-14   49.9   4.8   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_31      -          CPR_combined.aln     -            5.7e-14   50.0  24.4     1e-13   49.1  24.4   1.4   1   1   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_133     -          CPR_combined.aln     -              6e-14   49.9  66.3   4.4e-13   47.0  66.2   2.2   1   1   0   1   1   1   1 -
Nlu_Cpr91                       -          CPR_combined.aln     -            6.4e-14   49.8   0.0   7.2e-14   49.6   0.0   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_121     -          CPR_combined.aln     -              7e-14   49.7  78.7   1.1e-13   49.0  78.7   1.4   1   1   0   1   1   1   1 -
