protein_id	protein_name	species_code	species_name	current_family	CPLCP_score	CPLCP_evalue	CPLCP_confident	classifier_prediction	confidence	status	feature_validation	length	CPLCP_feature_score	CPLCP_feature_class	proline_percent	valine_percent	tyrosine_percent	lysine_percent	histidine_percent	glycine_percent	acidic_polar_percent_Nterm80	histidine_percent_Cterm80	PV_count	PY_count	GLWD_or_GLWE_count	H_cluster_3_in_20_count	GYH_rich_short_count	weird_characters
Foc_CPG2	CPG2	Foc	Frankliniella occidentalis	CPG	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	202	1	weak_CPLCP_feature_support	5.9	4.5	2.5	4.0	2.0	23.3	26.2	3.8	0	0	0	0	2	
Foc_CPG3	CPG3	Foc	Frankliniella occidentalis	CPG	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	153	1	weak_CPLCP_feature_support	4.6	3.3	6.5	3.9	6.5	25.5	21.2	1.2	0	0	0	2	4	
Foc_CPG4	CPG4	Foc	Frankliniella occidentalis	CPG	7.2	0.55	no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	209	3	moderate_CPLCP_feature_support	4.3	3.8	11.5	2.9	5.3	26.8	28.8	10.0	1	0	0	1	4	
Foc_CPG5	CPG5	Foc	Frankliniella occidentalis	CPG	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	545	1	weak_CPLCP_feature_support	10.8	4.6	2.2	1.5	0.7	9.7	21.2	2.5	4	0	0	0	3	
Foc_CPG6	CPG6	Foc	Frankliniella occidentalis	CPG	12.3	0.016	no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	221	1	weak_CPLCP_feature_support	5.0	1.4	3.6	5.0	0.9	33.0	27.5	2.5	0	0	0	0	0	
Foc_CPLCP1	CPLCP1	Foc	Frankliniella occidentalis	CPLCP	184.6	3.6e-55	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	334	6	strong_CPLCP_feature_support	16.2	19.8	6.3	10.5	8.4	4.2	32.5	13.8	26	16	0	3	1	
Foc_CPLCP10	CPLCP10	Foc	Frankliniella occidentalis	CPLCP	187.8	3.7e-56	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	271	6	strong_CPLCP_feature_support	8.9	13.3	8.5	7.0	10.3	10.3	27.5	21.2	12	8	0	5	1	
Foc_CPLCP11	CPLCP11	Foc	Frankliniella occidentalis	CPLCP	320.4	1.2e-96	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	655	6	strong_CPLCP_feature_support	15.3	12.1	5.3	5.2	4.9	7.0	30.0	6.2	27	17	0	2	0	
Foc_CPLCP12	CPLCP12	Foc	Frankliniella occidentalis	CPLCP	181.3	3.6e-54	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	241	5	strong_CPLCP_feature_support	14.9	23.7	2.5	5.0	6.2	9.5	21.2	8.8	24	5	0	2	0	
Foc_CPLCP13	CPLCP13	Foc	Frankliniella occidentalis	CPLCP	276.3	3.4e-83	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	765	5	strong_CPLCP_feature_support	14.5	13.2	4.3	2.9	11.2	6.3	20.0	28.8	49	6	0	10	2	
Foc_CPLCP14	CPLCP14	Foc	Frankliniella occidentalis	CPLCP	151.8	3.9e-45	yes	CPLCP	high	confirmed	moderate_CPLCP_feature_support	478	4	moderate_CPLCP_feature_support	6.9	8.4	6.7	3.3	2.7	17.4	33.8	0.0	14	8	0	2	0	
Foc_CPLCP15	CPLCP15	Foc	Frankliniella occidentalis	CPLCP	172.7	1.6e-51	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	268	6	strong_CPLCP_feature_support	16.0	15.3	6.3	3.4	3.4	6.7	26.2	6.2	20	8	0	1	0	
Foc_CPLCP16	CPLCP16	Foc	Frankliniella occidentalis	CPLCP	163.2	1.2e-48	yes	CPLCP	high	confirmed	moderate_CPLCP_feature_support	437	4	moderate_CPLCP_feature_support	7.3	8.9	6.9	3.7	2.7	15.8	36.2	0.0	14	8	0	1	0	
Foc_CPLCP2	CPLCP2	Foc	Frankliniella occidentalis	CPLCP	214.8	2.1e-64	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	286	6	strong_CPLCP_feature_support	16.8	22.7	8.0	10.1	9.1	4.9	28.8	10.0	28	15	0	3	3	
Foc_CPLCP3	CPLCP3	Foc	Frankliniella occidentalis	CPLCP	194.8	2.7e-58	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	294	5	strong_CPLCP_feature_support	13.3	17.0	5.8	4.8	7.1	15.3	21.2	8.8	18	9	0	2	0	
Foc_CPLCP4	CPLCP4	Foc	Frankliniella occidentalis	CPLCP	176.9	7.9e-53	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	448	6	strong_CPLCP_feature_support	11.8	10.7	6.9	2.7	9.6	9.2	30.0	7.5	21	2	0	5	1	
Foc_CPLCP5	CPLCP5	Foc	Frankliniella occidentalis	CPLCP	219.3	9.2e-66	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	209	6	strong_CPLCP_feature_support	12.9	14.8	10.0	8.6	9.6	7.7	25.0	13.8	11	9	0	3	1	
Foc_CPLCP6	CPLCP6	Foc	Frankliniella occidentalis	CPLCP	157.0	9.5e-47	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	240	6	strong_CPLCP_feature_support	14.2	20.0	2.9	5.0	12.5	5.8	30.0	11.2	20	3	0	4	0	
Foc_CPLCP7	CPLCP7	Foc	Frankliniella occidentalis	CPLCP	119.0	3.9e-35	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	425	5	strong_CPLCP_feature_support	14.8	12.9	4.2	3.1	8.2	8.2	15.0	8.8	19	6	0	6	1	
Foc_CPLCP8	CPLCP8	Foc	Frankliniella occidentalis	CPLCP	173.2	1.1e-51	yes	CPLCP	high	confirmed	moderate_CPLCP_feature_support	233	4	moderate_CPLCP_feature_support	17.6	18.0	6.0	6.4	5.6	9.9	18.8	10.0	16	6	0	0	1	
Foc_CPLCP9	CPLCP9	Foc	Frankliniella occidentalis	CPLCP	209.7	7.4e-63	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	223	5	strong_CPLCP_feature_support	11.7	17.9	8.1	7.6	8.5	9.4	20.0	11.2	15	7	0	2	0	
Foc_RR-1_1	RR-1_1	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	138	1	weak_CPLCP_feature_support	7.2	5.8	2.2	3.6	2.9	8.0	36.2	2.5	1	0	0	0	0	
Foc_RR-1_10	RR-1_10	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	229	2	weak_CPLCP_feature_support	15.3	3.5	8.3	1.7	1.3	7.0	37.5	1.2	0	0	0	0	0	
Foc_RR-1_11	RR-1_11	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	123	1	weak_CPLCP_feature_support	3.3	5.7	8.9	6.5	4.1	11.4	40.0	3.8	0	0	0	0	0	
Foc_RR-1_12	RR-1_12	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	284	3	moderate_CPLCP_feature_support	6.7	15.8	5.6	4.2	3.9	3.5	40.0	1.2	6	0	0	1	0	
Foc_RR-1_13	RR-1_13	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	192	2	weak_CPLCP_feature_support	6.2	7.8	4.2	6.2	4.2	5.7	26.2	3.8	3	0	0	1	0	
Foc_RR-1_14	RR-1_14	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	199	2	weak_CPLCP_feature_support	8.5	7.0	7.5	7.0	2.0	4.5	40.0	1.2	2	0	0	0	0	
Foc_RR-1_15	RR-1_15	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	192	2	weak_CPLCP_feature_support	6.8	6.2	4.2	6.2	4.2	5.7	27.5	3.8	3	0	0	1	0	
Foc_RR-1_16	RR-1_16	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	173	2	weak_CPLCP_feature_support	7.5	5.8	11.0	1.7	0.6	6.4	38.8	1.2	0	3	0	0	0	
Foc_RR-1_17	RR-1_17	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	476	1	weak_CPLCP_feature_support	7.6	3.8	4.0	1.3	0.6	7.4	26.2	0.0	2	0	0	0	0	
Foc_RR-1_18	RR-1_18	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	401	1	weak_CPLCP_feature_support	8.2	3.7	1.7	4.0	1.2	8.7	23.8	0.0	1	0	0	0	0	
Foc_RR-1_19	RR-1_19	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	99	1	weak_CPLCP_feature_support	4.0	7.1	3.0	0.0	3.0	7.1	33.8	3.8	1	0	0	0	0	
Foc_RR-1_2	RR-1_2	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	851	3	moderate_CPLCP_feature_support	9.5	6.9	3.3	3.9	2.5	14.9	25.0	3.8	4	0	0	1	0	
Foc_RR-1_20	RR-1_20	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	159	2	weak_CPLCP_feature_support	10.1	7.5	3.1	3.1	1.3	6.9	37.5	2.5	2	0	0	0	0	
Foc_RR-1_21	RR-1_21	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	380	2	weak_CPLCP_feature_support	6.8	9.7	7.9	5.3	0.8	3.2	28.8	1.2	4	2	0	0	0	
Foc_RR-1_22	RR-1_22	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	309	4	moderate_CPLCP_feature_support	9.7	6.8	6.5	1.9	5.2	4.2	12.5	7.5	5	0	0	1	0	
Foc_RR-1_23	RR-1_23	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	182	2	weak_CPLCP_feature_support	8.2	3.3	3.8	5.5	3.3	13.7	40.0	3.8	0	0	0	0	0	
Foc_RR-1_24	RR-1_24	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	153	3	moderate_CPLCP_feature_support	5.9	10.5	5.2	2.6	5.2	9.8	30.0	5.0	3	0	0	2	1	
Foc_RR-1_25	RR-1_25	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	338	2	weak_CPLCP_feature_support	16.3	4.7	9.8	1.8	1.2	4.1	36.2	2.5	1	1	0	0	0	
Foc_RR-1_26	RR-1_26	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	137	1	weak_CPLCP_feature_support	5.8	11.7	4.4	3.6	0.7	11.7	32.5	1.2	1	0	0	0	0	
Foc_RR-1_27	RR-1_27	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	975	3	moderate_CPLCP_feature_support	10.2	8.1	1.7	1.5	0.9	7.0	28.8	0.0	7	1	0	0	0	
Foc_RR-1_28	RR-1_28	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	378	2	weak_CPLCP_feature_support	13.8	4.8	4.8	1.9	1.6	7.7	35.0	3.8	4	0	0	0	0	
Foc_RR-1_29	RR-1_29	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	188	2	weak_CPLCP_feature_support	9.6	4.3	2.7	2.1	3.2	6.9	37.5	3.8	2	0	0	0	0	
Foc_RR-1_3	RR-1_3	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	123	1	weak_CPLCP_feature_support	4.1	8.1	4.1	2.4	0.8	13.0	42.5	1.2	0	0	0	0	0	
Foc_RR-1_4	RR-1_4	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	96	1	weak_CPLCP_feature_support	4.2	7.3	6.2	6.2	3.1	10.4	38.8	3.8	0	0	0	0	0	
Foc_RR-1_5	RR-1_5	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	152	2	weak_CPLCP_feature_support	9.9	2.0	2.6	2.6	1.3	8.6	36.2	2.5	0	0	0	0	0	
Foc_RR-1_6	RR-1_6	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	137	2	weak_CPLCP_feature_support	8.0	8.0	4.4	2.9	1.5	8.0	40.0	2.5	0	0	0	0	0	
Foc_RR-1_7	RR-1_7	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	157	1	weak_CPLCP_feature_support	5.7	7.6	5.1	1.3	1.3	7.6	40.0	2.5	0	0	0	0	0	
Foc_RR-1_8	RR-1_8	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	231	2	weak_CPLCP_feature_support	8.7	7.8	9.5	3.0	2.2	5.2	33.8	2.5	1	1	0	0	0	
Foc_RR-1_9	RR-1_9	Foc	Frankliniella occidentalis	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	154	2	weak_CPLCP_feature_support	4.5	7.8	4.5	5.2	4.5	7.1	30.0	1.2	2	0	0	1	0	
Foc_RR-2_1	RR-2_1	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	437	3	moderate_CPLCP_feature_support	9.8	3.0	7.8	1.6	2.1	22.4	28.8	2.5	0	0	0	1	5	
Foc_RR-2_10	RR-2_10	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	131	3	moderate_CPLCP_feature_support	6.1	11.5	5.3	4.6	12.2	9.9	25.0	12.5	2	0	0	3	2	
Foc_RR-2_11	RR-2_11	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	223	4	moderate_CPLCP_feature_support	13.9	5.8	13.0	3.1	10.3	5.4	28.8	10.0	1	0	0	2	0	
Foc_RR-2_12	RR-2_12	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	127	3	moderate_CPLCP_feature_support	3.1	9.4	7.9	3.9	17.3	11.0	27.5	20.0	0	1	0	5	2	
Foc_RR-2_13	RR-2_13	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	123	2	weak_CPLCP_feature_support	7.3	8.1	4.1	4.9	8.9	8.1	30.0	11.2	1	0	0	0	0	
Foc_RR-2_14	RR-2_14	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	218	3	moderate_CPLCP_feature_support	6.0	6.9	8.3	4.1	7.8	6.0	26.2	5.0	2	0	0	2	0	
Foc_RR-2_15	RR-2_15	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	129	3	moderate_CPLCP_feature_support	3.1	6.2	7.8	6.2	14.7	10.9	30.0	15.0	0	0	0	3	1	
Foc_RR-2_16	RR-2_16	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	178	3	moderate_CPLCP_feature_support	5.1	7.3	5.1	3.9	8.4	12.4	30.0	5.0	0	1	0	2	0	
Foc_RR-2_17	RR-2_17	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	203	1	weak_CPLCP_feature_support	16.3	5.4	5.9	3.0	0.0	27.1	12.5	0.0	0	1	0	0	3	
Foc_RR-2_18	RR-2_18	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	183	1	weak_CPLCP_feature_support	4.9	7.1	14.2	0.5	0.0	12.6	27.5	0.0	0	0	0	0	0	
Foc_RR-2_19	RR-2_19	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	116	1	weak_CPLCP_feature_support	6.9	7.8	6.0	2.6	6.0	11.2	21.2	3.8	0	0	0	1	0	
Foc_RR-2_2	RR-2_2	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	252	1	weak_CPLCP_feature_support	7.1	4.0	8.7	2.4	2.4	8.7	26.2	1.2	2	1	0	0	0	
Foc_RR-2_20	RR-2_20	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	340	1	weak_CPLCP_feature_support	6.8	6.5	4.7	1.2	0.9	7.6	33.8	0.0	3	0	0	0	0	
Foc_RR-2_21	RR-2_21	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	389	4	moderate_CPLCP_feature_support	14.7	5.7	2.3	5.4	8.5	9.0	27.5	7.5	1	1	0	5	0	
Foc_RR-2_22	RR-2_22	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	252	3	moderate_CPLCP_feature_support	14.3	11.1	9.9	2.0	0.4	7.1	30.0	0.0	1	7	0	0	0	
Foc_RR-2_23	RR-2_23	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	487	3	moderate_CPLCP_feature_support	7.2	2.1	6.0	0.8	4.5	20.7	28.8	3.8	2	2	0	3	0	
Foc_RR-2_24	RR-2_24	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	553	6	strong_CPLCP_feature_support	14.6	4.9	3.3	5.1	4.7	9.6	28.8	7.5	5	2	0	1	0	
Foc_RR-2_25	RR-2_25	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	1203	5	strong_CPLCP_feature_support	13.5	5.2	3.0	2.8	1.2	12.6	38.8	5.0	7	1	0	1	0	
Foc_RR-2_26	RR-2_26	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	95	1	weak_CPLCP_feature_support	5.3	11.6	6.3	6.3	0.0	9.5	28.8	0.0	0	1	0	0	0	
Foc_RR-2_27	RR-2_27	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	514	4	moderate_CPLCP_feature_support	10.7	6.6	4.3	1.6	1.6	4.9	30.0	2.5	4	3	0	1	0	
Foc_RR-2_28	RR-2_28	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	141	2	weak_CPLCP_feature_support	6.4	9.9	3.5	2.8	6.4	5.0	27.5	7.5	1	1	0	0	0	
Foc_RR-2_29	RR-2_29	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	333	3	moderate_CPLCP_feature_support	11.4	8.1	4.5	2.7	3.3	5.7	30.0	2.5	2	0	0	1	0	
Foc_RR-2_3	RR-2_3	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	526	6	strong_CPLCP_feature_support	11.4	8.6	4.0	4.8	5.1	5.5	28.8	11.2	5	2	0	3	0	
Foc_RR-2_30	RR-2_30	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	574	4	moderate_CPLCP_feature_support	7.8	8.7	5.6	1.4	3.0	7.8	26.2	2.5	5	2	0	2	0	
Foc_RR-2_4	RR-2_4	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	219	3	moderate_CPLCP_feature_support	10.0	14.6	9.1	3.7	3.7	5.0	5.0	5.0	11	0	0	0	0	
Foc_RR-2_5	RR-2_5	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	205	2	weak_CPLCP_feature_support	10.2	14.6	5.4	1.0	3.4	6.3	37.5	3.8	4	1	0	0	0	
Foc_RR-2_6	RR-2_6	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	208	1	weak_CPLCP_feature_support	5.8	8.2	8.2	0.5	2.9	17.8	28.8	2.5	2	0	0	0	0	
Foc_RR-2_7	RR-2_7	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	320	2	weak_CPLCP_feature_support	5.9	10.3	1.6	1.9	4.7	5.3	32.5	0.0	3	0	0	2	0	
Foc_RR-2_8	RR-2_8	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	887	3	moderate_CPLCP_feature_support	10.8	2.7	4.8	1.1	1.2	20.5	30.0	0.0	1	0	0	1	0	
Foc_RR-2_9	RR-2_9	Foc	Frankliniella occidentalis	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	116	3	moderate_CPLCP_feature_support	2.6	12.9	8.6	4.3	11.2	11.2	27.5	12.5	1	0	0	2	1	
Foc_RR-NC_1	RR-NC_1	Foc	Frankliniella occidentalis	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	258	3	moderate_CPLCP_feature_support	14.0	4.3	9.3	2.3	1.9	10.1	37.5	2.5	1	2	0	0	0	
Foc_RR-NC_2	RR-NC_2	Foc	Frankliniella occidentalis	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	489	4	moderate_CPLCP_feature_support	6.3	14.7	4.3	3.1	4.1	6.1	26.2	5.0	8	0	0	2	0	
Foc_RR-NC_3	RR-NC_3	Foc	Frankliniella occidentalis	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	93	1	weak_CPLCP_feature_support	2.2	7.5	5.4	8.6	3.2	9.7	35.0	2.5	0	1	0	0	0	
Foc_RR-NC_4	RR-NC_4	Foc	Frankliniella occidentalis	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	289	3	moderate_CPLCP_feature_support	8.7	8.0	4.5	0.7	4.5	6.9	22.5	7.5	3	1	0	1	0	
Foc_RR-NC_5	RR-NC_5	Foc	Frankliniella occidentalis	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	337	2	weak_CPLCP_feature_support	14.8	8.3	2.4	3.3	0.6	3.3	36.2	0.0	4	1	0	0	0	
Foc_RR-NC_6	RR-NC_6	Foc	Frankliniella occidentalis	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	288	4	moderate_CPLCP_feature_support	10.8	12.5	4.5	1.7	3.5	6.6	15.0	6.2	14	0	0	1	0	
Foc_RR-NC_7	RR-NC_7	Foc	Frankliniella occidentalis	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	83	2	weak_CPLCP_feature_support	8.4	7.2	12.0	2.4	1.2	10.8	33.8	1.2	0	1	0	0	0	
Foc_RR-NC_8	RR-NC_8	Foc	Frankliniella occidentalis	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	1019	1	weak_CPLCP_feature_support	17.6	2.0	5.4	2.6	1.7	14.7	22.5	2.5	2	0	0	0	2	
Foc_RR-NC_9	RR-NC_9	Foc	Frankliniella occidentalis	NULL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	393	3	moderate_CPLCP_feature_support	8.9	5.3	1.3	2.3	2.0	4.8	25.0	2.5	2	0	0	1	0	
Foc_TWDL1	TWDL1	Foc	Frankliniella occidentalis	Tweedle	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	340	2	weak_CPLCP_feature_support	8.5	2.6	5.0	4.4	1.8	27.1	35.0	0.0	0	0	0	0	5	
