protein_id	protein_name	species_code	species_name	current_family	CPG_score	CPG_evalue	CPH_score	CPH_evalue	delta_CPG_minus_CPH	higher_score_prediction	CPG_feature_score	CPG_feature_class	CPH_feature_score	CPH_feature_class	glycine_percent	alanine_percent	proline_percent	tyrosine_percent	valine_percent	histidine_percent	GGX_count	GGXGG_count	GGYGG_count	GGG_or_more_count	GY_or_YG_count	GH_or_HG_count	AAP_count	AAPA_or_AAPV_count	AP_or_PA_count	PV_or_PY_count	status	review_note
Dvi_CPR_Uncharacterized_47	CPR_Uncharacterized_47	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	9.2	11.5	12.2	6.9	3.8	0.8	0	0	0	0	2	0	0	0	6	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	2	weak_CPH_feature_support	15.8	6.4	8.2	7.6	4.1	0.6	2	0	0	0	6	0	1	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	10.3	7.6	2.8	4.8	6.9	0.7	0	0	0	0	0	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	0	no_CPH_feature_support	19.6	8.0	6.2	8.0	2.7	7.1	4	0	0	0	2	2	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	4.8	9.2	4.8	6.0	9.2	2.8	1	0	0	0	3	1	1	1	4	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	6.8	8.0	7.4	8.0	6.8	3.4	2	0	0	0	1	0	0	0	2	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_54	CPR_Uncharacterized_54	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	2.2	6.2	2.5	2.2	3.7	0.9	0	0	0	0	0	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_55	CPR_Uncharacterized_55	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	7.9	6.9	5.0	5.9	5.9	5.9	1	0	0	0	0	2	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_56	CPR_Uncharacterized_56	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	5.5	13.0	7.5	5.5	8.9	6.2	0	0	0	0	1	1	2	0	4	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_57	CPR_Uncharacterized_57	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	6.0	7.4	9.4	6.7	6.7	3.4	0	0	0	0	2	0	0	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_60	CPR_Uncharacterized_60	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	2	weak_CPH_feature_support	6.1	8.7	3.5	11.3	4.3	0.9	0	0	0	0	3	0	1	1	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_62	CPR_Uncharacterized_62	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	7	strong_CPH_feature_support	3.5	27.7	9.8	9.4	16.0	5.1	0	0	0	0	4	0	13	12	20	8	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dvi	Drosophila virilis	CPR	0.0	None	21.4	3.9e-05	-21.4	CPH	1	weak_CPG_feature_support	7	strong_CPH_feature_support	3.9	27.0	9.0	9.4	15.5	6.0	0	0	0	0	4	1	11	11	16	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_64	CPR_Uncharacterized_64	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	3.0	15.3	7.4	7.4	9.4	13.4	0	0	0	0	0	0	2	1	4	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dvi	Drosophila virilis	CPR	0.0	None	8.2	0.43	-8.2	CPH	0	no_CPG_feature_support	7	strong_CPH_feature_support	3.0	26.0	8.0	8.5	13.5	5.5	0	0	0	0	1	0	8	6	12	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_66	CPR_Uncharacterized_66	Dvi	Drosophila virilis	CPR	0.0	None	13.0	0.015	-13.0	CPH	0	no_CPG_feature_support	5	strong_CPH_feature_support	3.4	25.1	7.4	8.0	12.6	5.1	0	0	0	0	1	0	5	5	9	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_67	CPR_Uncharacterized_67	Dvi	Drosophila virilis	CPR	0.0	None	4.7	5.1	-4.7	CPH	0	no_CPG_feature_support	7	strong_CPH_feature_support	3.5	18.5	9.2	4.0	17.9	1.2	0	0	0	0	0	1	2	1	12	6	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_68	CPR_Uncharacterized_68	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	6	strong_CPH_feature_support	3.9	18.1	7.7	6.5	15.5	6.5	0	0	0	0	1	0	2	2	6	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_69	CPR_Uncharacterized_69	Dvi	Drosophila virilis	CPR	0.0	None	9.4	0.19	-9.4	CPH	0	no_CPG_feature_support	7	strong_CPH_feature_support	4.6	24.6	9.7	5.7	14.3	1.1	0	0	0	0	2	0	8	5	12	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	8.0	6.9	9.6	5.6	3.2	0.0	0	0	0	0	4	0	0	0	7	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_70	CPR_Uncharacterized_70	Dvi	Drosophila virilis	CPR	0.0	None	5.5	2.9	-5.5	CPH	0	no_CPG_feature_support	7	strong_CPH_feature_support	4.0	14.9	8.6	4.0	12.6	5.7	0	0	0	0	2	0	2	2	5	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	6.8	8.1	13.6	12.3	2.5	2.5	0	0	0	0	4	0	0	0	10	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	8.2	7.8	16.9	6.2	7.0	1.2	1	0	0	0	4	0	0	0	7	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	6.8	9.7	14.8	8.5	2.5	2.1	0	0	0	0	1	1	0	0	10	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dvi	Drosophila virilis	CPR	0.0	None	30.3	7.2e-08	-30.3	CPH	1	weak_CPG_feature_support	6	strong_CPH_feature_support	8.1	22.3	6.8	5.7	8.1	13.9	4	0	0	0	4	10	1	1	5	8	CPH_cross_family_review	non_CPH_family_with_CPH_HMM_feature_signal
Dvi_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	5	strong_CPH_feature_support	8.9	17.7	21.1	8.4	5.5	7.2	2	0	0	0	4	4	0	0	21	8	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	8.4	10.3	3.7	4.7	6.5	0.9	0	0	0	0	1	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	9.0	8.1	3.6	4.5	6.3	1.8	0	0	0	0	1	0	1	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	8.0	8.7	4.3	3.6	6.5	2.2	0	0	0	0	1	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_79	CPR_Uncharacterized_79	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	8.2	12.7	4.5	6.4	12.7	3.6	0	0	0	0	1	1	1	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_80	CPR_Uncharacterized_80	Dvi	Drosophila virilis	CPR	14.3	0.005	15.0	0.0036	-0.7	CPH	0	no_CPG_feature_support	2	weak_CPH_feature_support	7.6	10.5	5.7	3.8	10.5	1.0	0	0	0	0	1	0	1	0	2	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_81	CPR_Uncharacterized_81	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	9.1	10.9	5.5	4.5	8.2	1.8	0	0	0	0	1	0	1	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_82	CPR_Uncharacterized_82	Dvi	Drosophila virilis	CPR	0.0	None	14.6	0.0047	-14.6	CPH	0	no_CPG_feature_support	1	weak_CPH_feature_support	7.8	11.8	5.9	3.9	7.8	2.9	0	0	0	0	0	0	1	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dvi	Drosophila virilis	CPR	14.3	0.005	15.0	0.0036	-0.7	CPH	0	no_CPG_feature_support	2	weak_CPH_feature_support	7.6	10.5	5.7	3.8	10.5	1.0	0	0	0	0	1	0	1	0	2	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	8.8	12.7	4.9	3.9	8.8	1.0	0	0	0	0	1	0	1	1	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_85	CPR_Uncharacterized_85	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	10.9	8.9	4.0	4.0	10.9	1.0	1	0	0	0	1	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dvi	Drosophila virilis	CPR	12.9	0.013	0.0	None	12.9	CPG	0	no_CPG_feature_support	4	moderate_CPH_feature_support	7.5	15.1	6.6	4.7	10.4	0.9	0	0	0	0	1	0	1	0	3	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_87	CPR_Uncharacterized_87	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	2	weak_CPH_feature_support	6.7	7.5	5.0	6.7	6.7	1.7	1	0	0	0	3	0	0	0	0	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_88	CPR_Uncharacterized_88	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	4	moderate_CPG_feature_support	4	moderate_CPH_feature_support	14.3	9.9	16.8	5.5	3.3	0.7	7	2	0	3	8	0	2	1	14	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_89	CPR_Uncharacterized_89	Dvi	Drosophila virilis	CPR	13.3	0.01	20.9	5.6e-05	-7.6	CPH	0	no_CPG_feature_support	4	moderate_CPH_feature_support	7.6	17.1	4.8	5.7	12.4	1.0	0	0	0	0	0	0	1	1	2	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dvi	Drosophila virilis	CPR	0.0	None	20.6	6.8e-05	-20.6	CPH	0	no_CPG_feature_support	4	moderate_CPH_feature_support	8.7	14.6	4.9	4.9	10.7	1.0	0	0	0	0	0	0	1	1	2	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_91	CPR_Uncharacterized_91	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	5.3	18.6	4.9	6.9	7.7	3.2	0	0	0	0	2	0	0	0	3	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_92	CPR_Uncharacterized_92	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	6.7	14.7	4.4	6.7	4.9	3.6	1	0	0	0	3	2	0	0	4	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	4.3	13.2	4.0	5.0	5.0	0.7	1	0	0	0	2	0	0	0	1	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_94	CPR_Uncharacterized_94	Dvi	Drosophila virilis	CPR	0.0	None	9.9	0.13	-9.9	CPH	1	weak_CPG_feature_support	7	strong_CPH_feature_support	7.1	19.2	12.1	7.1	12.6	3.8	0	0	0	0	3	2	2	1	15	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_95	CPR_Uncharacterized_95	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	7	strong_CPH_feature_support	7.6	12.6	10.1	4.2	15.1	0.8	0	0	0	0	0	0	1	1	3	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_96	CPR_Uncharacterized_96	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	6	strong_CPH_feature_support	8.4	18.0	9.6	6.7	11.2	2.8	2	0	0	0	5	2	5	4	7	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_97	CPR_Uncharacterized_97	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	7	strong_CPH_feature_support	2.8	31.2	14.0	4.8	10.4	0.8	0	0	0	0	0	0	20	8	31	12	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_98	CPR_Uncharacterized_98	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	5	strong_CPH_feature_support	9.0	20.2	6.7	7.9	11.2	11.8	2	0	0	0	3	3	3	2	8	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	5.7	11.4	2.9	8.6	11.4	4.3	0	0	0	0	2	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	6.9	10.6	4.6	3.2	4.6	2.3	0	0	0	0	0	1	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	5.6	6.7	3.3	7.8	7.8	1.1	0	0	0	0	1	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_CPR_Uncharacterized_C	CPR_Uncharacterized_C	Dvi	Drosophila virilis	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	9.5	8.6	8.6	2.9	7.6	5.7	0	0	0	0	0	0	0	0	0	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle1	Tweedle1	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	7.0	12.6	6.0	3.7	4.7	1.4	1	0	0	0	0	0	0	0	3	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle10	Tweedle10	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	3.7	8.8	8.1	6.7	4.4	5.4	2	0	0	0	6	1	0	0	5	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle12	Tweedle12	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	6.7	17.3	8.8	3.9	5.6	1.1	3	0	0	0	1	0	0	0	10	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle13	Tweedle13	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	9.1	13.9	5.7	4.8	6.1	0.4	4	0	0	1	1	0	0	0	7	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle14	Tweedle14	Dvi	Drosophila virilis	Tweedle	5.7	2.2	0.0	None	5.7	CPG	3	moderate_CPG_feature_support	1	weak_CPH_feature_support	23.4	9.9	3.9	2.4	3.6	0.9	24	0	0	13	1	1	0	0	6	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle15	Tweedle15	Dvi	Drosophila virilis	Tweedle	12.7	0.016	0.0	None	12.7	CPG	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	14.8	11.3	5.1	2.7	6.2	0.8	10	1	0	3	1	1	0	0	5	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle16	Tweedle16	Dvi	Drosophila virilis	Tweedle	0.0	None	16.0	0.0018	-16.0	CPH	0	no_CPG_feature_support	3	moderate_CPH_feature_support	7.5	17.3	4.9	3.5	5.3	2.2	3	0	0	0	2	0	1	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle17	Tweedle17	Dvi	Drosophila virilis	Tweedle	24.6	3.4e-06	0.0	None	24.6	CPG	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	14.7	11.7	4.9	2.6	5.3	1.1	11	1	0	3	1	1	0	0	5	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle18	Tweedle18	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	2.7	10.3	9.0	3.0	6.0	1.7	1	0	0	0	1	0	0	0	9	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle19	Tweedle19	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	6	strong_CPH_feature_support	3.0	13.2	23.9	6.1	8.1	2.0	0	0	0	0	6	0	2	0	15	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle2	Tweedle2	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.8	8.0	8.9	4.0	6.4	2.1	3	0	0	0	1	0	0	0	9	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle20	Tweedle20	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	4.2	10.5	24.2	7.4	8.4	2.6	1	0	0	0	4	0	1	0	14	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle21	Tweedle21	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	11.1	7.2	5.7	4.9	10.6	2.3	7	1	0	2	0	1	0	0	5	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle22	Tweedle22	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	10.3	8.0	10.3	5.4	6.2	0.9	5	1	0	1	1	0	0	0	7	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle23	Tweedle23	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.0	18.0	5.5	4.0	6.5	2.5	2	0	0	0	1	0	1	0	6	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle24	Tweedle24	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	4	moderate_CPG_feature_support	1	weak_CPH_feature_support	16.0	9.9	5.5	4.1	6.1	2.8	10	0	0	2	8	2	2	0	9	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle25	Tweedle25	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	6	strong_CPG_feature_support	3	moderate_CPH_feature_support	33.9	3.5	8.1	3.9	3.9	1.4	32	13	0	19	3	1	0	0	4	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle26	Tweedle26	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.3	11.7	15.4	4.9	6.5	3.8	0	0	0	0	5	1	0	0	18	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle3	Tweedle3	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	7.5	9.3	10.0	3.9	8.9	1.8	2	0	0	0	2	0	2	0	8	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle4	Tweedle4	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	8.3	10.2	5.3	3.4	10.2	3.8	4	0	0	2	1	0	1	0	4	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle5	Tweedle5	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	4.0	13.9	3.3	2.2	5.1	2.6	1	0	0	0	1	0	0	0	4	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle6	Tweedle6	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	7.2	13.2	4.8	4.8	7.6	0.8	5	0	0	0	1	0	1	0	7	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle7	Tweedle7	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	5	strong_CPH_feature_support	3.5	16.5	7.8	3.5	6.7	0.8	0	0	0	0	1	1	5	3	10	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle8	Tweedle8	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	0.5	15.5	8.7	4.6	5.0	3.2	0	0	0	0	0	0	0	0	4	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dvi_Tweedle9	Tweedle9	Dvi	Drosophila virilis	Tweedle	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	5.6	12.5	6.9	5.6	6.9	0.9	2	0	0	0	1	0	1	1	7	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dwi_CPF1	CPF1	Dwi	Drosophila willistoni	CPF	0.0	None	9.1	0.23	-9.1	CPH	0	no_CPG_feature_support	6	strong_CPH_feature_support	5.5	15.1	8.9	6.2	8.9	9.6	0	0	0	0	2	1	2	2	8	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
