protein_id	length	glycine_percent	histidine_percent	alanine_percent	proline_percent	tyrosine_percent	valine_percent	lysine_percent	GGX_count	GGXGG_count	GGYGG_count	GGG_or_more_count	GY_or_YG_count	GH_or_HG_count	AAP_count	AAPA_or_AAPV_count	AP_or_PA_count	PV_or_PY_count	H_cluster_3_in_20_count	CPG_feature_score	CPG_feature_class	CPH_feature_score	CPH_feature_class	weird_characters
Dwi_CPR_Uncharacterized_56	192	7.8	5.7	5.2	5.2	4.2	3.6	5.7	0	0	0	0	0	3	0	0	2	0	2	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_57	120	9.2	1.7	4.2	2.5	5.8	5.8	8.3	0	0	0	0	1	0	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_58	118	8.5	2.5	4.2	2.5	5.9	5.9	6.8	0	0	0	0	1	1	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_6	131	6.9	0.0	6.9	4.6	6.1	8.4	8.4	0	0	0	0	1	0	0	0	0	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_63	140	7.1	2.9	7.1	6.4	9.3	6.4	2.9	1	0	0	0	5	0	1	1	1	0	1	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_65	320	1.6	0.0	4.7	1.6	1.9	2.2	1.2	0	0	0	0	0	0	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_66	137	8.8	2.2	4.4	4.4	10.9	5.8	2.9	2	0	0	0	2	0	0	0	0	2	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_68	188	13.3	9.6	7.4	3.7	10.6	8.0	7.4	0	0	0	0	9	8	1	0	2	3	2	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_69	258	4.3	8.1	6.6	9.3	5.4	4.3	8.5	0	0	0	0	1	1	0	0	2	1	1	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_7	104	8.7	1.0	9.6	1.9	7.7	5.8	3.8	0	0	0	0	1	0	0	0	0	1	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_71	194	15.5	7.2	10.3	5.2	6.2	7.7	4.6	3	0	0	1	4	5	0	0	4	0	2	3	moderate_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_72	291	4.1	0.7	12.7	1.7	3.4	2.7	5.8	1	0	0	0	1	0	0	0	2	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_73	213	6.1	3.3	12.2	7.0	8.0	6.6	4.2	0	0	0	0	4	1	0	0	1	3	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_CPR_Uncharacterized_74	186	4.8	3.2	12.9	5.4	8.6	7.0	3.2	0	0	0	0	1	0	0	0	1	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_75	213	13.1	24.9	8.0	0.9	3.8	4.7	4.7	3	0	0	1	4	19	1	0	2	0	9	2	weak_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_76	286	6.3	2.8	12.2	5.2	4.9	8.0	2.4	2	0	0	0	4	1	1	0	3	3	0	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dwi_CPR_Uncharacterized_77	139	5.0	2.9	10.1	7.9	4.3	6.5	7.2	0	0	0	0	1	0	0	0	3	3	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_CPR_Uncharacterized_78	145	6.2	4.1	13.8	8.3	5.5	7.6	6.2	0	0	0	0	1	0	2	0	7	0	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_CPR_Uncharacterized_79	104	6.7	6.7	9.6	4.8	4.8	5.8	1.0	0	0	0	0	0	2	0	0	1	0	1	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_8	353	6.8	0.3	5.1	9.6	5.1	2.5	1.7	1	0	0	0	3	0	0	0	5	3	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_CPR_Uncharacterized_81	209	15.3	7.7	7.7	6.7	7.2	6.2	1.0	5	0	0	2	4	5	0	0	2	0	1	4	moderate_CPG_feature_support	0	no_CPH_feature_support	
Dwi_CPR_Uncharacterized_83	270	10.7	5.2	10.4	2.2	4.1	8.1	3.0	1	0	0	1	3	3	0	0	1	1	1	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_84	124	5.6	8.9	16.1	8.1	5.6	12.9	4.8	0	0	0	0	1	1	0	0	5	3	1	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dwi_CPR_Uncharacterized_86	154	6.5	16.9	5.8	3.9	8.4	7.1	3.9	0	0	0	0	3	3	0	0	2	1	4	1	weak_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_88	206	5.8	2.4	22.3	13.6	6.3	11.7	4.4	0	0	0	0	2	1	3	2	16	4	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dwi_CPR_Uncharacterized_89	107	8.4	1.9	11.2	10.3	3.7	14.0	1.9	0	0	0	0	0	0	0	0	3	3	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dwi_CPR_Uncharacterized_9	183	5.5	7.1	16.9	6.6	3.8	9.8	3.8	0	0	0	0	0	2	1	0	3	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_CPR_Uncharacterized_90	201	7.0	1.0	19.9	10.9	6.0	7.0	6.0	0	0	0	0	3	1	6	4	12	2	0	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dwi_CPR_Uncharacterized_93	130	6.9	2.3	7.7	6.9	3.8	6.9	3.1	0	0	0	0	0	0	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_94	117	7.7	2.6	12.8	8.5	6.8	4.3	1.7	0	0	0	0	1	0	0	0	2	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_CPR_Uncharacterized_95	121	7.4	2.5	12.4	8.3	3.3	5.0	1.7	0	0	0	0	0	0	0	0	0	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_CPR_Uncharacterized_96	184	8.7	12.5	20.7	6.5	7.1	10.9	2.7	2	0	0	0	2	5	4	2	8	1	4	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dwi_CPR_Uncharacterized_98	198	5.1	6.1	13.1	6.6	8.1	12.1	5.6	0	0	0	0	3	0	0	0	3	2	1	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_CPR_Uncharacterized_99	123	5.7	9.8	9.8	3.3	7.3	8.1	1.6	0	0	0	0	2	1	0	0	0	1	2	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_A	258	12.0	1.6	8.5	7.4	6.2	5.4	6.6	2	0	0	1	5	1	0	0	3	2	0	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_B	598	34.6	0.2	4.8	9.2	5.9	1.3	1.0	49	10	0	12	27	1	0	0	18	1	0	6	strong_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_C	280	5.4	0.7	31.1	15.7	3.6	10.0	1.8	0	0	0	0	1	0	26	10	34	15	0	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Dwi_CPR_Uncharacterized_D	397	12.1	4.8	10.8	6.0	2.8	5.8	5.5	10	0	0	2	1	3	1	1	4	3	2	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_CPR_Uncharacterized_E	122	8.2	3.3	6.6	6.6	5.7	9.8	3.3	0	0	0	0	1	1	0	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_CPR_Uncharacterized_F	385	12.5	15.1	19.0	6.0	6.5	7.5	2.3	12	1	0	1	8	19	0	0	5	10	12	4	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_CPR_Uncharacterized_G	95	8.4	2.1	9.5	4.2	3.2	9.5	6.3	1	0	0	0	0	0	0	0	1	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_Tweedle1	190	4.2	2.6	11.1	24.2	7.4	7.9	5.8	1	0	0	0	4	0	1	0	14	3	1	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_Tweedle10	265	10.2	4.5	10.2	4.9	3.4	8.7	4.9	5	1	0	1	1	2	1	0	5	1	1	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_Tweedle11	292	4.8	1.7	9.6	10.3	4.5	8.2	4.8	2	0	0	0	1	0	2	0	10	4	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Dwi_Tweedle12	325	3.7	2.2	7.1	9.8	3.7	8.6	4.0	2	0	0	0	1	0	0	0	8	2	1	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_Tweedle13	225	9.3	1.8	11.1	5.3	3.1	4.4	4.4	4	0	0	1	0	1	0	0	3	1	0	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_Tweedle14	428	7.9	4.9	6.5	10.0	4.2	6.8	4.2	2	0	0	0	4	2	1	0	8	6	2	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_Tweedle15	232	4.7	1.3	13.8	4.3	3.0	5.6	4.3	2	0	0	0	1	0	0	0	5	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_Tweedle16	274	9.1	1.5	11.7	4.4	3.6	5.5	4.4	6	0	0	1	3	0	0	0	5	2	0	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_Tweedle17	260	4.2	0.8	15.4	8.1	3.5	9.6	4.2	0	0	0	0	1	0	3	1	9	2	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Dwi_Tweedle18	221	3.2	1.8	12.7	9.0	4.1	4.5	3.6	1	0	0	0	1	0	0	0	6	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_Tweedle19	246	6.1	0.8	15.9	6.9	4.5	4.5	3.3	2	0	0	0	1	0	1	0	8	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_Tweedle2	195	3.1	1.5	9.7	22.6	6.7	10.8	7.7	0	0	0	0	6	0	2	1	11	5	0	1	weak_CPG_feature_support	6	strong_CPH_feature_support	
Dwi_Tweedle20	304	3.6	2.0	12.8	9.9	7.2	3.9	4.9	0	0	0	0	5	0	0	0	6	3	1	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dwi_Tweedle21	298	16.8	1.3	11.1	4.4	2.7	4.0	3.7	10	0	0	2	1	1	0	0	4	2	0	3	moderate_CPG_feature_support	1	weak_CPH_feature_support	
Dwi_Tweedle22	289	8.0	1.0	19.4	8.7	3.5	4.5	3.5	5	0	0	0	1	0	3	1	13	3	0	1	weak_CPG_feature_support	6	strong_CPH_feature_support	
Dwi_Tweedle23	262	8.8	1.5	18.3	7.3	3.8	4.2	3.8	5	0	0	0	1	0	1	0	9	1	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_Tweedle24	229	8.3	0.9	14.8	5.2	4.8	6.1	4.4	2	0	0	0	1	0	0	0	4	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_Tweedle25	279	17.2	1.1	12.2	4.3	2.5	4.7	3.6	15	2	0	7	1	1	0	0	4	2	0	4	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_Tweedle26	283	19.1	1.1	12.0	4.2	2.8	4.9	3.5	17	3	0	8	1	1	0	0	4	2	0	4	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_Tweedle27	225	8.9	1.3	13.8	4.9	4.4	8.4	4.9	5	1	0	1	2	0	1	0	4	2	0	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_Tweedle28	381	14.7	1.6	11.0	5.0	2.6	4.7	4.5	18	2	0	9	1	1	1	0	7	4	0	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_Tweedle3	272	30.1	1.5	4.4	8.5	4.4	3.7	4.8	24	12	0	15	4	1	0	0	4	3	0	6	strong_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_Tweedle4	374	2.7	3.5	11.2	17.1	4.8	7.0	5.1	0	0	0	0	4	1	1	1	16	5	1	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Dwi_Tweedle5	315	4.1	3.5	10.5	9.2	2.9	6.7	3.8	4	1	0	0	1	1	0	0	9	4	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Dwi_Tweedle6	361	13.9	2.5	9.1	5.5	4.2	5.8	3.9	11	1	0	0	6	1	0	0	9	0	0	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Dwi_Tweedle7	248	9.7	2.0	11.3	8.1	5.2	4.8	3.6	5	1	0	1	2	0	2	0	10	2	0	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_Tweedle8	230	13.0	1.7	7.0	8.7	5.7	4.8	7.4	7	2	0	2	1	0	0	0	8	0	0	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Dwi_Tweedle9	339	9.4	2.1	9.7	5.9	5.6	9.7	3.8	3	0	0	0	3	0	1	0	7	5	1	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPAP1_1	103	6.8	2.9	1.9	8.7	5.8	6.8	2.9	0	0	0	0	1	0	0	0	0	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Foc_CPAP1_10	1000	10.9	2.3	10.6	10.0	2.4	4.6	1.0	11	0	0	1	7	2	0	0	18	2	0	3	moderate_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_CPAP1_11	602	18.8	0.7	9.8	14.3	3.5	4.5	0.8	9	0	0	0	1	1	1	0	11	12	0	2	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_CPAP1_12	1408	6.2	0.7	10.0	21.0	4.3	5.0	2.3	8	0	0	1	15	2	1	0	55	5	1	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPAP1_13	285	4.6	2.5	9.5	6.0	3.2	7.7	1.8	0	0	0	0	3	0	0	0	1	3	0	1	weak_CPG_feature_support	2	weak_CPH_feature_support	
Foc_CPAP1_14	429	5.1	2.1	8.9	9.3	4.7	4.9	2.1	2	0	0	0	1	0	3	2	8	2	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPAP1_15	116	2.6	0.9	10.3	10.3	4.3	4.3	3.4	0	0	0	0	0	0	0	0	1	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Foc_CPAP1_16	95	9.5	2.1	9.5	4.2	8.4	6.3	0.0	2	0	0	0	2	0	0	0	1	1	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Foc_CPAP1_2	104	9.6	1.9	12.5	6.7	3.8	6.7	2.9	0	0	0	0	1	1	0	0	4	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_CPAP1_3	809	4.4	1.4	10.1	9.9	4.3	2.8	3.8	3	0	0	0	3	1	2	1	19	1	0	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPAP1_4	681	5.9	2.2	7.8	15.6	5.0	4.8	4.3	6	1	0	3	1	1	3	0	18	8	1	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPAP1_5	229	6.6	3.1	15.3	4.8	7.0	6.6	4.4	1	0	0	0	0	1	0	0	1	3	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_CPAP1_6	1116	8.2	3.7	8.5	13.3	1.5	4.7	2.7	6	0	0	0	3	7	2	0	33	8	4	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPAP1_7	205	6.8	2.9	6.3	7.3	3.9	7.3	2.4	0	0	0	0	1	0	0	0	0	3	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Foc_CPAP1_8	764	4.1	3.0	9.9	8.5	2.4	4.8	5.0	3	0	0	1	0	0	2	0	18	7	2	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPAP1_9	1831	5.0	1.6	10.7	10.8	2.4	5.4	3.5	11	1	0	3	5	2	4	0	43	15	3	4	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPAP3_1	292	9.2	1.7	11.3	7.5	4.5	4.5	5.5	1	0	0	0	5	0	2	1	8	0	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_CPAP3_2	221	8.6	4.1	9.0	7.2	5.0	6.3	4.1	0	0	0	0	1	1	0	0	0	0	2	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Foc_CPAP3_3	279	7.9	2.5	6.1	11.5	3.2	8.2	5.4	0	0	0	0	2	0	1	0	4	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPAP3_4	255	6.7	2.4	8.2	8.2	4.7	4.7	7.8	0	0	0	0	0	1	0	0	2	0	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Foc_CPAP3_5	280	6.1	2.1	10.7	9.3	4.3	4.3	8.6	0	0	0	0	2	1	3	1	7	0	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPAP3_6	354	6.5	1.7	5.1	9.0	3.1	5.1	1.7	2	0	0	0	2	1	0	0	3	1	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_CPCFC1	153	5.9	3.9	21.6	17.6	9.8	6.5	0.7	0	0	0	0	0	1	2	1	13	5	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Foc_CPCFC2	145	7.6	2.8	14.5	13.8	6.2	11.0	0.0	1	0	0	0	1	0	0	0	9	3	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Foc_CPF1	341	5.0	3.5	32.0	11.1	8.8	7.9	1.5	1	0	0	0	2	1	21	17	25	12	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Foc_CPF2	251	5.6	2.4	27.5	7.2	8.4	9.6	2.0	0	0	0	0	2	0	9	8	14	9	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Foc_CPF3	176	5.7	2.3	30.1	8.0	9.1	8.5	1.7	0	0	0	0	2	0	9	8	11	6	0	0	no_CPG_feature_support	6	strong_CPH_feature_support	
Foc_CPF4	345	10.7	4.6	15.7	5.5	2.9	11.9	2.0	7	0	0	2	1	0	6	6	11	6	1	2	weak_CPG_feature_support	6	strong_CPH_feature_support	
Foc_CPG1	118	23.7	0.8	11.0	7.6	16.1	11.0	3.4	9	2	2	0	14	1	0	0	1	4	0	4	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Foc_CPG2	202	23.3	2.0	10.9	5.9	2.5	4.5	4.0	14	6	0	4	0	1	2	1	4	0	0	4	moderate_CPG_feature_support	2	weak_CPH_feature_support	
Foc_CPG3	153	25.5	6.5	10.5	4.6	6.5	3.3	3.9	13	6	3	5	8	1	0	0	2	0	2	6	strong_CPG_feature_support	0	no_CPH_feature_support	
Foc_CPG4	209	26.8	5.3	6.7	4.3	11.5	3.8	2.9	18	7	7	1	22	4	0	0	2	1	1	6	strong_CPG_feature_support	0	no_CPH_feature_support	
Foc_CPG5	545	9.7	0.7	20.7	10.8	2.2	4.6	1.5	18	8	6	3	10	3	9	3	24	4	0	4	moderate_CPG_feature_support	6	strong_CPH_feature_support	
Foc_CPG6	221	33.0	0.9	8.1	5.0	3.6	1.4	5.0	28	13	0	12	2	2	0	0	3	0	0	5	strong_CPG_feature_support	1	weak_CPH_feature_support	
Foc_CPLCP1	334	4.2	8.4	6.0	16.2	6.3	19.8	10.5	5	0	0	0	3	4	0	0	4	42	3	2	weak_CPG_feature_support	5	strong_CPH_feature_support	
Foc_CPLCP10	271	10.3	10.3	6.3	8.9	8.5	13.3	7.0	2	0	0	0	7	12	0	0	2	20	5	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPLCP11	655	7.0	4.9	9.6	15.3	5.3	12.1	5.2	2	0	0	0	8	8	2	0	4	44	2	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Foc_CPLCP12	241	9.5	6.2	6.6	14.9	2.5	23.7	5.0	2	0	0	0	1	6	0	0	0	29	2	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPLCP13	765	6.3	11.2	17.9	14.5	4.3	13.2	2.9	4	1	0	0	7	7	15	10	23	55	10	2	weak_CPG_feature_support	7	strong_CPH_feature_support	
Foc_CPLCP14	478	17.4	2.7	9.6	6.9	6.7	8.4	3.3	6	0	0	0	23	0	2	2	5	22	2	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPLCP15	268	6.7	3.4	15.3	16.0	6.3	15.3	3.4	2	0	0	0	2	0	3	2	8	28	1	0	no_CPG_feature_support	7	strong_CPH_feature_support	
Foc_CPLCP16	437	15.8	2.7	10.1	7.3	6.9	8.9	3.7	8	0	0	0	20	0	1	1	6	22	1	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPLCP2	286	4.9	9.1	3.8	16.8	8.0	22.7	10.1	3	1	1	0	4	5	0	0	0	43	3	2	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPLCP3	294	15.3	7.1	8.8	13.3	5.8	17.0	4.8	8	0	0	0	7	11	0	0	4	27	2	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPLCP4	448	9.2	9.6	15.2	11.8	6.9	10.7	2.7	1	0	0	1	12	19	4	3	11	23	5	2	weak_CPG_feature_support	7	strong_CPH_feature_support	
Foc_CPLCP5	209	7.7	9.6	3.8	12.9	10.0	14.8	8.6	1	0	0	0	5	5	0	0	0	20	3	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_CPLCP6	240	5.8	12.5	7.9	14.2	2.9	20.0	5.0	3	0	0	1	0	1	0	0	3	23	4	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Foc_CPLCP7	425	8.2	8.2	8.2	14.8	4.2	12.9	3.1	3	0	0	0	1	6	0	0	19	25	6	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Foc_CPLCP8	233	9.9	5.6	6.4	17.6	6.0	18.0	6.4	6	2	1	2	3	0	0	0	5	22	0	4	moderate_CPG_feature_support	5	strong_CPH_feature_support	
Foc_CPLCP9	223	9.4	8.5	6.7	11.7	8.1	17.9	7.6	0	0	0	0	9	7	0	0	1	22	2	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_RR-1_1	138	8.0	2.9	10.9	7.2	2.2	5.8	3.6	0	0	0	0	1	0	0	0	2	1	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Foc_RR-1_10	229	7.0	1.3	11.8	15.3	8.3	3.5	1.7	1	0	0	0	1	0	3	0	9	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_RR-1_11	123	11.4	4.1	8.9	3.3	8.9	5.7	6.5	0	0	0	0	1	1	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Foc_RR-1_12	284	3.5	3.9	9.5	6.7	5.6	15.8	4.2	0	0	0	0	0	0	2	2	5	6	1	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Foc_RR-1_13	192	5.7	4.2	12.0	6.2	4.2	7.8	6.2	1	0	0	0	0	1	2	0	3	3	1	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_RR-1_14	199	4.5	2.0	9.5	8.5	7.5	7.0	7.0	0	0	0	0	1	1	1	0	6	2	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_RR-1_15	192	5.7	4.2	13.0	6.8	4.2	6.2	6.2	1	0	0	0	0	1	2	0	3	3	1	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_RR-1_16	173	6.4	0.6	13.3	7.5	11.0	5.8	1.7	0	0	0	0	1	0	1	0	2	3	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_RR-1_17	476	7.4	0.6	9.5	7.6	4.0	3.8	1.3	5	0	0	0	4	0	0	0	8	2	0	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Foc_RR-1_18	401	8.7	1.2	18.2	8.2	1.7	3.7	4.0	1	0	0	0	1	0	1	1	5	1	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Foc_RR-1_19	99	7.1	3.0	13.1	4.0	3.0	7.1	0.0	0	0	0	0	1	0	0	0	2	1	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Foc_RR-1_2	851	14.9	2.5	11.2	9.5	3.3	6.9	3.9	11	0	0	0	5	10	4	1	22	4	1	2	weak_CPG_feature_support	5	strong_CPH_feature_support	
Foc_RR-1_20	159	6.9	1.3	10.1	10.1	3.1	7.5	3.1	0	0	0	0	0	1	0	0	2	2	0	0	no_CPG_feature_support	2	weak_CPH_feature_support	
Foc_RR-1_21	380	3.2	0.8	19.5	6.8	7.9	9.7	5.3	0	0	0	0	1	0	0	0	13	6	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Foc_RR-1_22	309	4.2	5.2	28.8	9.7	6.5	6.8	1.9	0	0	0	0	3	4	11	6	18	5	1	1	weak_CPG_feature_support	6	strong_CPH_feature_support	
Foc_RR-1_23	182	13.7	3.3	8.2	8.2	3.8	3.3	5.5	3	0	0	0	3	3	1	0	4	0	0	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	
Foc_RR-1_24	153	9.8	5.2	13.1	5.9	5.2	10.5	2.6	1	0	0	0	3	0	1	1	2	3	2	1	weak_CPG_feature_support	5	strong_CPH_feature_support	
Foc_RR-1_25	338	4.1	1.2	18.0	16.3	9.8	4.7	1.8	0	0	0	0	0	0	14	3	25	2	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Foc_RR-1_26	137	11.7	0.7	12.4	5.8	4.4	11.7	3.6	2	0	0	0	1	0	0	0	3	1	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_RR-1_27	975	7.0	0.9	12.0	10.2	1.7	8.1	1.5	5	0	0	0	2	0	1	0	30	8	0	1	weak_CPG_feature_support	6	strong_CPH_feature_support	
Foc_RR-1_28	378	7.7	1.6	13.8	13.8	4.8	4.8	1.9	3	0	0	0	4	0	4	3	21	4	0	1	weak_CPG_feature_support	6	strong_CPH_feature_support	
Foc_RR-1_29	188	6.9	3.2	12.8	9.6	2.7	4.3	2.1	0	0	0	0	0	0	1	0	3	2	0	0	no_CPG_feature_support	4	moderate_CPH_feature_support	
Foc_RR-1_3	123	13.0	0.8	10.6	4.1	4.1	8.1	2.4	2	1	0	2	1	0	0	0	0	0	0	2	weak_CPG_feature_support	2	weak_CPH_feature_support	
Foc_RR-1_4	96	10.4	3.1	4.2	4.2	6.2	7.3	6.2	1	0	0	0	1	1	0	0	0	0	0	0	no_CPG_feature_support	1	weak_CPH_feature_support	
Foc_RR-1_5	152	8.6	1.3	17.8	9.9	2.6	2.0	2.6	0	0	0	0	0	0	2	1	4	0	0	0	no_CPG_feature_support	5	strong_CPH_feature_support	
Foc_RR-1_6	137	8.0	1.5	10.9	8.0	4.4	8.0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	no_CPG_feature_support	3	moderate_CPH_feature_support	
