protein_id	length	proline_percent	valine_percent	tyrosine_percent	lysine_percent	histidine_percent	glycine_percent	acidic_polar_percent_full	acidic_polar_percent_Nterm80	histidine_percent_Cterm80	PV_count	PY_count	GLWD_or_GLWE_count	H_cluster_3_in_20_count	GYH_rich_short_count	CPLCP_feature_score	CPLCP_feature_class	weird_characters
Dvi_CPR_Uncharacterized_85	101	4.0	10.9	4.0	3.0	1.0	10.9	36.6	37.5	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_86	106	6.6	10.4	4.7	4.7	0.9	7.5	32.1	32.5	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_87	120	5.0	6.7	6.7	9.2	1.7	6.7	35.8	38.8	1.2	2	1	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_88	273	16.8	3.3	5.5	4.4	0.7	14.3	28.9	17.5	2.5	1	0	0	0	1	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_89	105	4.8	12.4	5.7	1.9	1.0	7.6	33.3	33.8	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_90	103	4.9	10.7	4.9	2.9	1.0	8.7	34.0	36.2	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_91	247	4.9	7.7	6.9	2.4	3.2	5.3	32.0	35.0	3.8	4	1	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_92	225	4.4	4.9	6.7	3.6	3.6	6.7	33.3	31.2	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_93	302	4.0	5.0	5.0	4.0	0.7	4.3	38.1	30.0	0.0	4	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_94	182	12.1	12.6	7.1	4.4	3.8	7.1	18.7	28.8	6.2	4	1	0	0	0	3	moderate_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_95	119	10.1	15.1	4.2	2.5	0.8	7.6	26.1	32.5	0.0	5	0	0	0	0	3	moderate_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_96	178	9.6	11.2	6.7	5.6	2.8	8.4	22.5	16.2	2.5	0	2	0	0	1	2	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_97	250	14.0	10.4	4.8	2.4	0.8	2.8	17.2	11.2	0.0	10	2	0	0	0	3	moderate_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_98	178	6.7	11.2	7.9	2.8	11.8	9.0	19.1	18.8	17.5	0	1	0	3	0	2	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_99	70	2.9	11.4	8.6	5.7	4.3	5.7	27.1	27.1	4.3	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_A	217	4.6	4.6	3.2	6.0	2.3	6.9	41.0	45.0	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_B	90	3.3	7.8	7.8	10.0	1.1	5.6	41.1	41.2	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_CPR_Uncharacterized_C	105	8.6	7.6	2.9	2.9	5.7	9.5	31.4	30.0	6.2	4	0	0	0	0	3	moderate_CPLCP_feature_support	
Dvi_Tweedle1	215	6.0	4.7	3.7	3.7	1.4	7.0	36.7	33.8	2.5	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_Tweedle10	297	8.1	4.4	6.7	4.7	5.4	3.7	37.0	32.5	2.5	0	2	0	2	0	4	moderate_CPLCP_feature_support	
Dvi_Tweedle12	284	8.8	5.6	3.9	4.2	1.1	6.7	34.2	32.5	0.0	4	0	0	0	0	2	weak_CPLCP_feature_support	
Dvi_Tweedle13	230	5.7	6.1	4.8	2.6	0.4	9.1	34.8	40.0	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_Tweedle14	333	3.9	3.6	2.4	3.0	0.9	23.4	30.9	23.8	2.5	2	0	0	0	0	0	no_CPLCP_feature_support	
Dvi_Tweedle15	257	5.1	6.2	2.7	4.3	0.8	14.8	33.1	23.8	1.2	3	0	0	0	0	0	no_CPLCP_feature_support	
Dvi_Tweedle16	226	4.9	5.3	3.5	5.3	2.2	7.5	31.0	26.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_Tweedle17	265	4.9	5.3	2.6	4.2	1.1	14.7	33.2	22.5	2.5	4	0	0	0	0	0	no_CPLCP_feature_support	
Dvi_Tweedle18	300	9.0	6.0	3.0	4.0	1.7	2.7	41.3	40.0	0.0	2	1	0	0	0	2	weak_CPLCP_feature_support	
Dvi_Tweedle19	197	23.9	8.1	6.1	7.1	2.0	3.0	21.3	15.0	1.2	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_Tweedle2	326	8.9	6.4	4.0	4.9	2.1	5.8	42.6	37.5	1.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dvi_Tweedle20	190	24.2	8.4	7.4	5.8	2.6	4.2	25.8	21.2	1.2	1	1	0	1	0	2	weak_CPLCP_feature_support	
Dvi_Tweedle21	387	5.7	10.6	4.9	3.6	2.3	11.1	38.2	35.0	1.2	4	1	0	1	1	2	weak_CPLCP_feature_support	
Dvi_Tweedle22	224	10.3	6.2	5.4	7.1	0.9	10.3	33.9	23.8	0.0	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_Tweedle23	200	5.5	6.5	4.0	2.0	2.5	5.0	32.5	26.2	1.2	1	1	0	0	0	1	weak_CPLCP_feature_support	
Dvi_Tweedle24	363	5.5	6.1	4.1	3.6	2.8	16.0	36.6	33.8	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dvi_Tweedle25	283	8.1	3.9	3.9	4.6	1.4	33.9	24.7	17.5	0.0	2	1	0	0	2	1	weak_CPLCP_feature_support	
Dvi_Tweedle26	369	15.4	6.5	4.9	4.9	3.8	3.3	33.3	30.0	2.5	3	1	0	1	0	3	moderate_CPLCP_feature_support	
Dvi_Tweedle3	281	10.0	8.9	3.9	4.6	1.8	7.5	34.5	35.0	2.5	5	0	0	0	0	3	moderate_CPLCP_feature_support	
Dvi_Tweedle4	264	5.3	10.2	3.4	4.9	3.8	8.3	40.2	45.0	3.8	2	0	0	1	0	2	weak_CPLCP_feature_support	
Dvi_Tweedle5	274	3.3	5.1	2.2	4.7	2.6	4.0	38.0	22.5	5.0	2	0	0	1	0	2	weak_CPLCP_feature_support	
Dvi_Tweedle6	250	4.8	7.6	4.8	4.4	0.8	7.2	38.4	42.5	0.0	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_Tweedle7	255	7.8	6.7	3.5	3.5	0.8	3.5	34.1	26.2	0.0	4	0	0	0	0	1	weak_CPLCP_feature_support	
Dvi_Tweedle8	219	8.7	5.0	4.6	3.2	3.2	0.5	32.4	35.0	3.8	1	1	0	0	0	2	weak_CPLCP_feature_support	
Dvi_Tweedle9	232	6.9	6.9	5.6	3.4	0.9	5.6	35.8	30.0	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPF1	146	8.9	8.9	6.2	2.1	9.6	5.5	30.8	32.5	11.2	1	1	0	2	0	4	moderate_CPLCP_feature_support	
Dwi_CPF2	252	11.5	13.9	7.9	4.0	3.2	3.2	24.2	36.2	5.0	9	1	0	0	0	4	moderate_CPLCP_feature_support	
Dwi_CPF3	195	11.8	17.4	8.2	5.6	2.1	3.6	18.5	33.8	3.8	7	1	0	0	0	3	moderate_CPLCP_feature_support	
Dwi_CPLCG1	144	11.8	15.3	1.4	0.7	4.2	9.0	14.6	15.0	5.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPLCG2	137	7.3	9.5	1.5	0.7	4.4	16.8	18.2	16.2	5.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPLCG3	135	9.6	17.8	1.5	0.0	6.7	6.7	18.5	17.5	8.8	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_10	183	6.6	9.8	3.8	3.8	7.1	5.5	30.6	30.0	8.8	0	1	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_100	127	15.0	7.1	7.1	3.1	3.1	18.1	27.6	30.0	2.5	1	0	0	0	1	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_101	71	1.4	4.2	7.0	4.2	9.9	11.3	31.0	31.0	9.9	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_103	112	7.1	5.4	8.0	2.7	2.7	8.9	33.9	41.2	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_104	140	7.9	5.0	7.9	2.9	1.4	10.0	32.9	32.5	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_106	235	14.0	3.8	12.3	5.1	2.1	6.8	33.6	31.2	2.5	3	4	0	0	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_107	275	14.9	6.9	6.2	3.3	1.1	6.9	34.9	33.8	0.0	3	1	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_108	99	3.0	9.1	6.1	3.0	1.0	8.1	37.4	37.5	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_109	190	11.1	12.6	5.8	2.1	0.5	4.2	20.0	31.2	0.0	4	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_11	137	5.8	8.0	5.1	4.4	4.4	7.3	35.0	35.0	3.8	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_110	151	7.9	14.6	5.3	4.0	6.0	4.6	26.5	25.0	6.2	3	0	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_111	198	11.1	12.6	3.5	2.5	1.0	4.0	21.2	26.2	0.0	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_112	219	9.1	13.7	7.8	4.6	5.0	2.7	17.8	17.5	10.0	5	0	0	0	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_113	219	9.1	13.7	7.8	4.6	5.0	2.7	17.8	17.5	10.0	5	0	0	0	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_114	220	6.8	9.5	7.3	3.2	11.8	3.2	31.4	23.8	17.5	2	0	0	5	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_115	179	8.4	15.6	8.4	5.0	5.6	4.5	20.1	22.5	8.8	4	1	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_116	228	9.6	15.8	8.8	4.4	6.6	3.1	17.5	22.5	11.2	5	1	0	1	0	4	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_12	246	6.5	8.9	4.5	2.4	1.6	12.6	31.3	40.0	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_121	232	21.1	6.5	7.8	3.4	7.3	7.3	14.7	17.5	11.2	4	2	0	2	0	4	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_122	235	15.3	1.7	8.5	2.6	3.0	6.4	38.3	37.5	3.8	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_123	350	12.0	13.1	5.7	3.4	1.1	3.4	32.0	16.2	1.2	11	1	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_124	133	6.0	9.0	3.8	3.0	1.5	6.0	41.4	41.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_126	134	6.0	9.0	6.7	5.2	6.0	8.2	36.6	38.8	7.5	0	1	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_128	131	10.7	2.3	4.6	4.6	0.8	5.3	36.6	41.2	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_129	163	4.3	8.6	11.7	2.5	1.8	7.4	33.1	31.2	3.8	2	2	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_13	250	6.8	4.4	7.2	5.6	4.0	8.0	34.8	37.5	2.5	0	2	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_131	208	4.8	1.4	3.8	9.1	5.8	6.7	37.0	45.0	6.2	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_133	251	5.6	4.4	6.8	3.6	1.6	16.7	30.3	28.8	1.2	0	2	0	0	1	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_14	104	4.8	11.5	3.8	3.8	1.9	7.7	32.7	32.5	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_15	104	5.8	11.5	3.8	2.9	1.9	7.7	34.6	35.0	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_17	108	5.6	8.3	4.6	2.8	2.8	9.3	38.0	38.8	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_18	105	5.7	12.4	5.7	1.9	1.9	7.6	34.3	35.0	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_20	61	3.3	3.3	6.6	3.3	0.0	13.1	44.3	44.3	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_21	62	4.8	4.8	4.8	1.6	4.8	9.7	45.2	45.2	4.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_23	115	4.3	10.4	5.2	4.3	2.6	7.8	40.9	38.8	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_24	101	4.0	9.9	6.9	3.0	2.0	7.9	33.7	36.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_26	108	4.6	9.3	4.6	3.7	2.8	7.4	35.2	33.8	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_27	101	5.0	12.9	4.0	5.0	3.0	6.9	37.6	40.0	3.8	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_28	102	4.9	12.7	2.9	4.9	2.9	6.9	37.3	38.8	3.8	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_29	105	3.8	10.5	5.7	5.7	2.9	9.5	33.3	32.5	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_31	87	4.6	8.0	4.6	3.4	1.1	11.5	42.5	45.0	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_32	101	4.0	9.9	5.0	3.0	2.0	9.9	33.7	33.8	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_34	104	4.8	10.6	3.8	2.9	1.9	9.6	33.7	33.8	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_35	104	4.8	10.6	3.8	2.9	1.9	9.6	33.7	33.8	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_37	108	5.6	4.6	5.6	7.4	4.6	8.3	36.1	35.0	2.5	2	1	0	1	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_38	247	16.2	1.2	5.3	6.1	1.2	15.0	32.0	23.8	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_4	137	8.0	5.1	8.8	2.2	0.7	8.0	33.6	35.0	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_40	115	7.0	8.7	7.0	7.8	1.7	7.0	42.6	38.8	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_41	134	6.7	7.5	7.5	3.0	3.0	8.2	32.1	33.8	5.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_42	191	7.9	4.7	5.2	3.1	5.8	6.8	37.7	41.2	11.2	2	1	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_43	130	10.0	5.4	4.6	1.5	0.8	5.4	34.6	33.8	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_44	210	9.0	2.9	8.6	2.4	1.0	17.1	36.7	37.5	1.2	1	0	0	0	1	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_45	91	3.3	12.1	5.5	6.6	6.6	4.4	33.0	33.8	7.5	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_47	347	8.1	11.8	1.7	1.7	1.2	11.2	34.6	18.8	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_48	119	9.2	7.6	4.2	3.4	2.5	4.2	32.8	38.8	3.8	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_49	114	7.0	10.5	1.8	4.4	3.5	6.1	30.7	33.8	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_5	197	3.0	9.1	2.0	11.7	5.6	7.6	37.1	40.0	8.8	1	0	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_50	112	8.9	11.6	2.7	8.0	0.0	6.2	32.1	32.5	0.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_51	117	6.8	6.0	4.3	2.6	3.4	6.0	37.6	43.8	5.0	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_52	112	7.1	7.1	1.8	3.6	4.5	6.2	31.2	35.0	6.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_53	129	7.8	9.3	1.6	2.3	9.3	7.8	31.0	35.0	11.2	1	0	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_55	128	6.2	5.5	5.5	7.0	7.8	7.8	28.9	27.5	7.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_56	192	5.2	3.6	4.2	5.7	5.7	7.8	38.5	36.2	1.2	0	0	0	2	1	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_57	120	2.5	5.8	5.8	8.3	1.7	9.2	45.8	51.2	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_58	118	2.5	5.9	5.9	6.8	2.5	8.5	44.1	47.5	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_6	131	4.6	8.4	6.1	8.4	0.0	6.9	37.4	38.8	0.0	0	1	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_63	140	6.4	6.4	9.3	2.9	2.9	7.1	31.4	25.0	0.0	0	0	0	1	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_65	320	1.6	2.2	1.9	1.2	0.0	1.6	57.2	60.0	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_66	137	4.4	5.8	10.9	2.9	2.2	8.8	36.5	41.2	3.8	1	1	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_68	188	3.7	8.0	10.6	7.4	9.6	13.3	26.6	22.5	13.8	1	2	0	2	1	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_69	258	9.3	4.3	5.4	8.5	8.1	4.3	34.9	35.0	12.5	0	1	0	1	0	4	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_7	104	1.9	5.8	7.7	3.8	1.0	8.7	37.5	37.5	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_71	194	5.2	7.7	6.2	4.6	7.2	15.5	25.8	18.8	6.2	0	0	0	2	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_72	291	1.7	2.7	3.4	5.8	0.7	4.1	45.7	37.5	0.0	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_73	213	7.0	6.6	8.0	4.2	3.3	6.1	31.9	31.2	1.2	2	1	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_74	186	5.4	7.0	8.6	3.2	3.2	4.8	34.4	38.8	3.8	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_75	213	0.9	4.7	3.8	4.7	24.9	13.1	29.6	26.2	30.0	0	0	0	9	3	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_76	286	5.2	8.0	4.9	2.4	2.8	6.3	40.9	46.2	0.0	1	2	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_77	139	7.9	6.5	4.3	7.2	2.9	5.0	29.5	35.0	2.5	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_78	145	8.3	7.6	5.5	6.2	4.1	6.2	24.8	32.5	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_79	104	4.8	5.8	4.8	1.0	6.7	6.7	28.8	28.8	8.8	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_8	353	9.6	2.5	5.1	1.7	0.3	6.8	47.6	52.5	0.0	0	3	0	0	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_81	209	6.7	6.2	7.2	1.0	7.7	15.3	29.7	23.8	10.0	0	0	0	1	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_83	270	2.2	8.1	4.1	3.0	5.2	10.7	38.5	16.2	7.5	1	0	0	1	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_84	124	8.1	12.9	5.6	4.8	8.9	5.6	22.6	20.0	6.2	3	0	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_86	154	3.9	7.1	8.4	3.9	16.9	6.5	33.1	31.2	12.5	1	0	0	4	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_88	206	13.6	11.7	6.3	4.4	2.4	5.8	17.0	15.0	3.8	3	1	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_89	107	10.3	14.0	3.7	1.9	1.9	8.4	28.0	33.8	1.2	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_9	183	6.6	9.8	3.8	3.8	7.1	5.5	30.6	30.0	8.8	0	1	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_90	201	10.9	7.0	6.0	6.0	1.0	7.0	23.4	16.2	1.2	0	2	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_93	130	6.9	6.9	3.8	3.1	2.3	6.9	29.2	30.0	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_94	117	8.5	4.3	6.8	1.7	2.6	7.7	35.0	41.2	3.8	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_95	121	8.3	5.0	3.3	1.7	2.5	7.4	34.7	37.5	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_96	184	6.5	10.9	7.1	2.7	12.5	8.7	19.0	21.2	17.5	0	1	0	4	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_98	198	6.6	12.1	8.1	5.6	6.1	5.1	26.8	31.2	7.5	1	1	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_99	123	3.3	8.1	7.3	1.6	9.8	5.7	32.5	36.2	10.0	1	0	0	2	0	3	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_A	258	7.4	5.4	6.2	6.6	1.6	12.0	33.3	32.5	1.2	1	1	0	0	0	1	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_B	598	9.2	1.3	5.9	1.0	0.2	34.6	33.1	28.8	0.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_C	280	15.7	10.0	3.6	1.8	0.7	5.4	14.3	8.8	0.0	14	1	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_D	397	6.0	5.8	2.8	5.5	4.8	12.1	38.0	41.2	3.8	3	0	0	2	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_E	122	6.6	9.8	5.7	3.3	3.3	8.2	32.0	33.8	5.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_F	385	6.0	7.5	6.5	2.3	15.1	12.5	22.3	36.2	17.5	9	1	0	12	1	4	moderate_CPLCP_feature_support	
Dwi_CPR_Uncharacterized_G	95	4.2	9.5	3.2	6.3	2.1	8.4	34.7	33.8	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_Tweedle1	190	24.2	7.9	7.4	5.8	2.6	4.2	25.3	20.0	1.2	2	1	0	1	0	2	weak_CPLCP_feature_support	
Dwi_Tweedle10	265	4.9	8.7	3.4	4.9	4.5	10.2	38.1	37.5	5.0	1	0	0	1	0	3	moderate_CPLCP_feature_support	
Dwi_Tweedle11	292	10.3	8.2	4.5	4.8	1.7	4.8	37.3	40.0	1.2	4	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_Tweedle12	325	9.8	8.6	3.7	4.0	2.2	3.7	42.2	38.8	5.0	2	0	0	1	0	4	moderate_CPLCP_feature_support	
Dwi_Tweedle13	225	5.3	4.4	3.1	4.4	1.8	9.3	37.3	33.8	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_Tweedle14	428	10.0	6.8	4.2	4.2	4.9	7.9	38.6	28.8	2.5	5	1	0	2	0	4	moderate_CPLCP_feature_support	
Dwi_Tweedle15	232	4.3	5.6	3.0	4.3	1.3	4.7	42.7	46.2	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_Tweedle16	274	4.4	5.5	3.6	4.4	1.5	9.1	39.8	38.8	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_Tweedle17	260	8.1	9.6	3.5	4.2	0.8	4.2	32.3	23.8	0.0	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_Tweedle18	221	9.0	4.5	4.1	3.6	1.8	3.2	33.0	30.0	2.5	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_Tweedle19	246	6.9	4.5	4.5	3.3	0.8	6.1	38.2	35.0	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_Tweedle2	195	22.6	10.8	6.7	7.7	1.5	3.1	23.1	20.0	1.2	5	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_Tweedle20	304	9.9	3.9	7.2	4.9	2.0	3.6	36.2	37.5	0.0	1	2	0	1	0	4	moderate_CPLCP_feature_support	
Dwi_Tweedle21	298	4.4	4.0	2.7	3.7	1.3	16.8	33.2	26.2	3.8	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dwi_Tweedle22	289	8.7	4.5	3.5	3.5	1.0	8.0	31.1	27.5	1.2	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dwi_Tweedle23	262	7.3	4.2	3.8	3.8	1.5	8.8	32.4	26.2	3.8	1	0	0	0	0	1	weak_CPLCP_feature_support	
